text,label_meaning
每个家庭只有在认为自己的孩子可以健康成长以后，才会决定少生孩子。,3
这样，我们才坚持生产力标准，把是否有利于生产力的发展作为社会领域中判断进步还是倒退的主要标志，当作我们考虑一切问题的出发点和检验一切工作的根本标准。,3
根据当地的习俗，舞炮龙要到龙身被鞭炮炸尽才停止，而钻龙肚、扯龙须、摸龙头则会带来一年的好运气。,3
如此，刘恒的这一系列作品才在社会心理与意识形态的特定方向上唤起了读者广泛的兴趣，并取得了引人注目的成功。,3
他指出，陈水扁最近不但没有信心，还表现出焦虑和六神无主，是才几个星期的时间，陈水扁身边的陈菊、陈其迈、林文渊、陈哲男，都先后高捷弊案而“阵亡”或是剩下半条人命。,3
现在想起来，当时就是对这个疾病不了解，所以才会恐慌。,3
他们听熟了这样的话，所以才如此地复制出来。,3
速度要快，时间不够，而且他们总共才五个人。,3
有了这么多建筑，才使深圳有了六百零九家工厂，职工十万多人。,3
就此，姜德寿说，正是看到中国经济发展迅速，以及中国经济在世界中的地位不断提升，集团公司才决定在中国进行投资。,3
可是至今只有唯一的法文论文可查考，既缺乏其它证明，又找不到中文原著，为了审慎起见，暂时还只能视为待考的问题，待多方面搜寻资料之后，才好最后解决。,3
1959年也是大旱，由于人民公社的巨大力量，栽了七十亩水稻，但是其中有十多亩等雨水栽迟了，亩产才一百斤上下；而用板田改种的六亩包谷，亩产也收到了一百多斤。,3
只有在对历史事件的理解、同情、想象和体验中，历史知识才会成为对于我们的生活有意义的知识。,3
但是这样，才大有可为，大有希望。,3
也是她们的成功，才使她们终于走进了更多球迷的视野。,3
而臭黄荆这种极不起眼的小灌木所以有个正式的名字，我猜测主要它那形同小叶杨树的叶子，人们叫它臭黄荆叶，小灌木才因此得名。,3
这两个娃娃回答，他们是冯家屯公社新庄库大队的，家里没有粮，才出来讨饭。,3
就这个缘故，我们争取革新的行动才具有那样重大的意义。,3
如此，他才作出这项惊人的决定。,3
可小戴回答：“缩小三大差别不是哪一个人的事，我才决心和大家一道留在南山，为建设新南山贡献一份力量。,3
正是医院的医生、护士和演艺界、企业界爱心人士的共同参与，才使得众多患先天性疾病的儿童能够恢复健康，拥有和其他孩子一样的快乐童年。,3
大概是这里是地震地区（一九○六年曾发生灾难性地震），房屋建筑一般都不很高，只是近二三十年才在市中心区盖起了几十座摩天大楼。,3
正是这样，所以宣传员、报告员的活动才受到各地党的组织的重视，并受到人民群众的热烈欢迎。,3
正是先人们在华洋杂处的世界里增长了见识，积累了财富，才使得南浔古镇青出于蓝胜于蓝，从小家碧玉变身成为贵阁千金。,3
表扬来得比较容易，只要我们有了一点好的表现，领导上和同志们为了鼓励我们，就向我们提出表扬；我们有了缺点，领导上和同志们总是经过再三考虑，才向我们提出来。,3
有了这些条件，我们今天才可能召开这个全国高等教育会议，来讨论和部署新中国的高等教育工作。,3
只是地主挨户团在关口上把守的紧，碰到行迹可疑的人，轻则搜去财物痛打一顿，重则抓起来杀头，林彪感到走投无路，才又被迫于当夜返回部队。,3
这样，我们的工作才取得了一定的成绩。,3
也就是这样，他们才坚持主张实施巴黎协定。,3
但这些成绩的取得，是有抗美援朝总会和各地分会的全力协助，是有中国人民革命军事委员会总政治部与各军区政治部的协助，是有各级政府和全国人民热情爱戴与帮助才取得的。,3
孤灯村的农民就是跟这些石头结下了不解之缘，才使得这个默默无闻的小村声名远播。,3
但他在试作小说的时候，却更近于托尔斯泰了，这是左拉是为了写小说，才去经验人生，他对人生的态度是冷酷的。,3
但这样，这里才呈现出未经现代人类刻意雕饰的世外桃源之美。,3
道德的根本范畴“善”所关照的首先是个人良心的安宁，只有良心的安宁，才可以有健康的心理。,3
容易产生卫生死角，我们不定期组织人进行清理，”拉鲁湿地国家级自然保护区管理局副局长尼玛多吉说，“有了干净整洁的环境，候鸟们才会安心在此越冬。,3
但这个中篇还是反映了郁达夫性格的全部复杂性，而且有这种复杂性，小说才和“文字狱”扯上了不可避免的关系。,3
校党委青年部副部长聂振伟老师解释道，这是第一学期学生的心理状况还受高中生活的影响，经过一次期末考试进入第二学期，他们的情绪才可能调整过来，这时候一些问题也暴露出来。,3
这些年，有小平制定的好政策，我们的国家才会发展这么快！,3
滥用抗生素就会给人的健康带来危害，这不仅是患者要面对的，也是医生要面对的问题，只有慎用抗生素，它才会造福于人类。,3
此，全市推行企业改革才取得较好成效，大型企业集团不断崛起。,3
马丁·巴格尔夫妇是看到许多人在广场上排队才加入这个队伍的。,3
对此，台气象部门解释说，地震侦测失误主要是一分钟内发生两个地震，原先有一个小地震使得后来较大地震的定位受影响，所以才会有规模、震中的差异。,3
也如此，他们才一起来到了潘家峪。,3
正如马克思所说的：“人类始终只提出自己能够解决的任务，只要仔细考察就可以发现，任务本身，只有在解决它的物质条件已经存在或者至少是在形成过程中的时候，才会产生。,3
有了这样强烈的市场意识，他们才力克群雄，脱颖而出。,3
后来是陈启元立了功，军事代表才又恩赐似地给他改作薪金制。,3
有了它，才使当时医疗事故处理从无序状态迈入了法制轨道。,3
如此，我们的会议才同意了越南民主共和国提出的建议。,3
但如果这件事影响了孩子的复习，我真不知道咋办才好。,3
让人想不到相互通信者原本素不相识，只是这项善良人的事业才会走到一起。,3
我们感谢读者的厚爱，你们踊跃投稿，才使话题讨论长盛不衰。,3
处女作《猎字九十九号》所显露的才华，他被调到海军创作集体，从此，他与大海结下了无比深厚的情谊。,3
有了这么多建筑，才使深圳有了六百零九家工厂，职工十万多人。,3
周启才一贯到处传授养鱼经，1980年，他光荣地入了党，以后，又被评为优秀党员、省劳动模范、全国农林科技推广先进工作者。,3
他说：“以往的舆论宣传似乎存在一个误区，认为我去商场索赔，是与商家作对，其实，去商家索赔，是商品存在问题我才去的。,3
这才会使同志们大胆批评，有利于发扬民主，广开言路。,3
是小主人办《小主人》，才使这张报纸更富于孩子气、儿童味。,3
经营了大半年以后，才发现这两个农场原来的地方，根本不适合机械生产，只好把它丢掉，再到别的地方建立新场。,3
奈蓬尼阿奇教练表示：“对我们来说，进入决赛阶段已经感到很满意，但我并不以为我们不能希望取得好结果，在足球比赛中，有时不那么出名的队也能获胜，如此，足球才如此美好。,3
只是六亿人民不答应，他们的卖国阴谋才告破产了。,3
初次经历公共假期的我，没有提前储备食物，跑了很远的路，才在一家加油站的便利店里，买了一些面包、泡面之类的，勉强度过了3天假期。,3
后来，这样的滚板机买不到，才去请教苏联专家。,3
设备原来就有，工人不会用、怕危险，早就拆掉了；药料的配合比也是想摸索出质量规律来才不断更换的。,3
没有思想就不可能有优秀的艺术，哲学，艺术才变得伟大。,3
作者还特别申明说：“其中分章分段、理论和举例，大部分是根据林葛伦的《电影艺术》，林葛伦在英国电影理论家中是比较最进步的一个，并且这本书是一九四八年才出版，比较的最新最完备。,3
我想一定是年代久了，经过许多风吹雨打才变成这个样子的，真是鬼斧神工啊！,3
但是，所谓先锋队，正是它把工人阶级的先进分子团结在一个统一的组织里面，通过这个组织领导整个阶级，所以才叫作先锋队。,3
也如此，这个小店才不仅促进了生产，方便了群众，而且发展了本身的业务。,3
对于读者来说，扑入眼帘的印象首先是封面装帧的新颖独特，你才会有兴趣关心它背后的内容。,3
刘长清说：“就是公家的东西，才不该随便用。,3
那天，她去省作协开会，股骨摔断了，没有知觉，她还坐着开了半天会，直到中午，妹妹才发现，她的左膝肿得像一个篮球了。,3
如此，他们的工作才受到中共江西省委的重视和有力的支持。,3
热电池复杂，国防建设需要它，我才乐于接受这个任务。,3
换句话说，是有大手笔为它们留下了绝妙好辞，才使它们经久不废、声名远播。,3
家庭可用资金的额度高了，能够在教育上所做的投资也越发多了，诸如健身计划、科技夏令营、跨国合唱团等项目才发展起来。,3
现在还只处于调查的阶段，一种情况只有先在具体事实上搞清楚了，才可能认定它是否合法。,3
中国社会发展的行程已经使资本主义近代企业的出现成为必不可免，洋务派在一定程度上迎合了历史的潮流，才会产生不同于以往的新动机、新愿望，在这种动机促使下采取的各种措施也就成了向资本主义转化的杠杆。,3
坚持了这个方针，我们才保持了党和工人阶级的独立性，空前规模地发展了党和进步力量，很大程度上争取了中间势力和民主党派，基本上孤立了顽固派，大大地发展了阵地。,3
我们就是相信你们，才到这个商店来买冰箱的，你们应该多为顾客着想。,3
但是，直到1985年冬，工作考察，他才如愿踏上了这块红色土地。,3
温州市之所以开展助廉活动，大概也是在实践中先“吃一堑”，才“长一智”的。,3
我知道党、国家、人民需要我学会技术来建设社会主义和共产主义社会，所以我才不怕困难，一股劲地坚持学到现在。,3
西安翻译学院正是沐浴在这样一个有深厚积淀的人文氛围中，才会如此婀娜多娇！,3
正是无私，利归天下之计，才使得袁庚有那样的担当。,3
正是有很多人把自己在平常生活中的诺言不当回事，才会在履行职业身份时进行经济欺诈（如三角债、虚假股市、偷税漏税）或政治欺骗（如贪污腐败）。,3
过年的意义从来都不仅仅体现在物质消费中，只是有很长一阵儿人们只有在过年时才可以穿得更好、吃得更好一些，因而这两项标准成了一种简练而形象的象征。,3
工作离不开，他进藏24年才休假5次，每次都是按时返回，从不超假。,3
他说：“只是粮草不足饲养不周，它的威力才丧失殆尽的。,3
然而，正是一些人经受不住金钱美色的诱惑，放弃职守，甚至支持、包庇、组织、参与走私，才使得厦门关区大门洞开，走私链条环环相扣，犯罪分子图谋得逞。,3
正是批判了修正主义路线，限制了资产阶级法权，密切了干群关系，实行了老中青三结合，我们的各级党组织才大大增强了战斗力，涌现出一大批震不垮、砸不烂的战斗堡垒。,3
正是有了它，宇宙航行才变为可能，它本身携带燃料和助燃的氧化剂，并且推力也很大。,3
试想，有多少学生是路费问题才不回家的？,3
有了社会的支持，中国儿童戏剧的梦想之花才在我们的脚下盛开绽放。,3
总之，我们怀着“一颗红心献给毛主席”的巨大热情，突出无产阶级政治，才取得了这次手术的成功。,3
可惜的是，当我们身处其中的时候，常常会太熟悉、太常见，以至于熟视无睹，往往只有在身处异乡之后，再回望他（她）们时，才会越发感觉到这种美好。,3
没有“条条”的束缚，它才大大解放了思想，完全依靠自己的力量去战胜各种困难。,3
万毅将军讲得好：“正是西安事变的发生，才促成国共实现第二次合作，以及全民族抗日统一战线的形成，最终取得了抗日战争的伟大胜利。,3
有人解释说，广州人看不到冰雕，所以才办冰雕展。,3
说到底，主要还是普遍工资不高，而且很辛苦，周末有时要做到凌晨一、两点才下班。,3
同时，世界上有了这样一支保卫社会主义祖国、保卫世界和平的军队，有了东欧及朝鲜、中国人民民主革命的胜利，才使得战争的挑拨者发抖，不敢轻易地发动新的侵略战争，使持久的世界和平成为可能。,3
后来，我村群众对这件事都有意见，为我妻看病的医生也提议要处理凶犯，我县人民法院才不得不逮捕了打人犯张尔英，判处徒刑一年半，但对主犯张尔朱仍加袒护。,3
正是如此，美国帝国主义者才公开对匪帮轰炸上海和平居民的暴行表示欢呼，虽然轰炸故意损害了一小部分美国人的财产。,3
正是真实的艺术再现和艺术提炼，作品才产生了穿越时空的感人肺腑的力量，即使今天我们去看这幅画，依然可以真切感触到沙皇统治下俄罗斯人民的苦难。,3
目前在国内汽车市场上，每年进口车才4万辆左右，相对于200万辆的汽车市场来说，仅占2%。,3
谢超群的成绩，是坚持了九年，“聚”九年之“少”，才“成”今日之“多”！,3
正是有了这些农村革命根据地，我们党才发展和壮大了人民革命力量，以农村包围城市，最后夺取城市，推翻了压在中国人民头上的三座大山，夺取了全国的胜利。,3
对于水权，人们只有在真正了解和把握其法律确定的价值后，才会更好地去珍惜它、爱护它。,3
但是，我从来没打过这个号码，我们想要的，政府都给我们想到了，而且，从企业破土开工到现在才6个月，县委书记主动到现场来了20多次，我还需要打电话吗？,3
如此，才使作品总是停滞在明显的情节化、简单的生活模拟、肤浅的外观描述上，构思缺乏回味的余地。,3
观东对我讲：金字塔万古不变是它的根基深，一个画家没有扎实的基础不行，只有画山入山，画河涉水，身临其境，让物和景感化自己的心灵，然后以满腔的热情全身心地投入创作，才可能有好的作品。,3
正是苏美之间的这种谅解，才使美国敢于把它的一部分军队从西德调到越南进行侵略。,3
但是德国话还说不好，我才只学了三个月德文”他笑着说：“啊，原来这样，那我得说话浅白一些。,3
正是这样，第六舰队才出来替理查兹帮忙了。,3
从前，他总是徒弟不争气、不好好学生活才不高兴，可今天使他烦恼的却是自己最得意的一个徒弟——阿棠。,3
意”者，“无”也，欧阳修参“无”参出了悟性，他才写出了“秋”的魂魄——“夫秋，刑官也，于时为阴。,3
我们的共产党员，不正是看透了资本主义的腐朽本质，为了争取共产主义的美妙将来，才参加共产党吗？,3
也不过是共产党的大团结政策，才先后成了我们国家各方面的干部。,3
养鳗鱼需要饲料，而饲料要用阿尔法淀粉做粘结剂，喂鱼时才不会散掉。,3
我想，这也是一种阅读思考的过程，我思考着，我才前进着，用柏拉图的话说就叫“我思故我在”。,3
但储采比（即石油储量开采的年限）只是一个参考数据，石油储量的实际寿命要比人们设想的年限要长一些，至今发现的只是地球上石油总储量的一部分，也就是只有在当前条件下才可以开采的那一部分石油储量。,3
本来在通过剧本时，我们就看到它的主题不象“桥”那样明确集中；但是那时候对于剧本的要求比较低，从培养干部，从小作起出发，才决定开拍的。,3
是周末，才可以从容不迫地来此感受心向往之的中国艺术。,3
坚持了独立自主、自力更生的方针，牢牢掌握了建设工程的主动权，金山工程才取得高速度、高水平的发展。,3
如此，他才会画出一幅幅使人心灵颤动的作品。,3
焦裕禄同志正是用毛泽东思想武装了自己的头脑，才在人民群众中发现了“珍宝”。,3
他们有这样高昂的社会主义积极性，才取得了两年基本完成三年计划的胜利。,3
如此，世界和平理事会常务委员会的决议才受到各国的支持。,3
当时，有舆论认为，他们是苏联队主力发挥失常才占了便宜。,3
3留学生：“分享旅游魅力”就读于英国格拉斯哥大学的宋静怡，自己喜欢自由行，所以才加入这个项目。,3
苏联就是在近几年来发现了一些大的油田和气田，才使七年计划中能提出年产石油二点三至二点四亿吨、天然气一千五百亿立方公尺的雄伟计划。,3
香港同胞将和祖国人民一样共同欢呼：正是社会主义新中国的建立，振兴了中华才使中国人民扬眉吐气。,3
从湖北省的情况看，那些总公司无非是省政府的厅（局）换个牌子而已，其管理方法也还是依靠行政命令，所以才出现“上面开会，下面出钱”的怪现象。,3
后来收发员拿着盖有鲜红的收发章的收文簿前去查问的时候，运输计划委员会办公室的同志再不能说“一定没有送来”就只好在抽屉里乱七八糟的文件中翻寻了，这才大吃一惊地说：“呀！,3
2013年寒假，一学生毕业论文前期准备不认真，李保国就要求他留在学校，直到大年三十写完才回家。,3
也这个，才使她的学习进步，使她的工作积极。,3
这次特别小心，才侥幸做到了一次停妥。,3
有了这些条件，并由于土改后大量翻身农民及改善生活后的牧民拥入了部队，才保证了人民军队的各种优良作风的建立。,3
部分企业会计制度不健全，所得税汇算清交工作延长了时间，到十月份才全部结束。,3
她并非是朱德总司令的妻子才出名。,3
后来张老太太，旺生八路军不喝生气吵起来，五连同志才喝了。,3
矛盾揭露得深，才具有震动观众心灵的力量。,3
如此，冈崎先生才决定在当前这个时机，于中国国庆四十周年前夕，不辞高龄前来访问。,3
过去科研成果不能现实产业化才下去做市场，这是计划经济向市场经济转移过程中必然的结果。,3
当时我们没有准备，到三月二十五日我的丈夫才去北京把孩子接回天津。,3
现在要生产这样精密的产品，床子只能打几十转，产品就是误差零点几公厘也不行，整个产品才只有○点二五公厘那么大啊！,3
他说：现在这条小河已经没有这么脏了，现在中国也有很多环保规定，例如：工厂不可以把污水随便排放到河里去，必须先要经过处理后才可以排放到河里去，另外居民也关心环境保护了。,3
也正是中国革命是在马克思列宁主义与中国革命相结合的伟大的毛泽东思想指导之下，才取得了震动世界扭转中国和东方历史方向，如同苏联十月革命一样的巨大胜利。,3
80年来，在我们党领导人民英勇奋斗的进程中，正是广泛吸引、集中了一批又一批中华民族的优秀分子，才使我们党的队伍不断壮大，力量不断增强。,3
中国经济实力越雄厚，解决这些问题的能力也就越强，如此，中国才倾其全力谋求世界和平与国内稳定，这是实现可持续发展的必要条件。,3
正是有这个坚定的信念，才处处体现蓬勃向上的顽强斗志、势不可当的奋争锐气和文明达观的风范气度。,3
汪定昌就能够虚心听、耐心听，作了具体分析，才做到了集思广益，最后按照正确的意见办事。,3
但反过来想，也可能是昂贵的价格引人购买，这才发现物美，从而受到欢迎。,3
只有在思想活跃和发扬独立思考的条件下，真理才会经受锻炼并得到发展。,3
）海鸥的故乡海鸥的故乡陶大钊一次次到温州，一回回想去洞头，不是时间问题，就是由于台风的缘故，从60年代开始，直到90年代，30年过去了，去年才圆了梦。,3
无序现象的出现，不是市场经济搞过了头，而恰恰是我们的市场经济才刚刚起步，市场发育还不充分，市场规则还不完善，市场法律还不健全，竞争主体还缺乏约束。,3
后来说到蒋军的窜扰，她说她家里是听到蒋贼进攻才催着过了门，若不然还得再读几年书。,3
直到最近，西班牙官方有了透露，华盛顿方面才发表声明证实，原来事件中牵涉到核辐射和一颗丢失了的氢弹。,3
我们的事业之所以兴旺发达，之所以得到人民群众的拥护和支持，就是我们有一个伟大的党，有一大批优秀的党员，优秀的干部，包括在体育界以及其他各界的精英才俊。,3
他现在非常后悔不该接受那次电视采访，正是他在1994年5月7日接受美国ABC电视台的一次采访中讲到，1944年他在意大利阿尔德亚迪纳大屠杀中曾亲自开枪打死一名意大利人，从而人们才发现了他的踪迹。,3
果然不出他所料，有的粮垛的席被风刮开了，他扛了梯子，拿着缝针爬上垛去，风大站不住，爬上去摔下来，一连三次才上去了。,3
多数人家没有洗澡间，热水器听都没听说过，所以大家必须去公共浴池洗澡，一星期一次算奢侈，许多人只有逢年过节才上澡堂。,3
正是他信念坚定，才使他的语言有底气、有定力、有分量。,3
人们认为，投赞成票的议员中，大多数是同意政府的阿尔及利亚政策，并且巴望尽快批准西欧“共同市场”和“原子联营”两个条约才决定支持政府的。,3
我以为这种唯恐落后的感觉只是我自己的，是我笨，是我没有技术细胞，后来才发现，周围的许多人都对新技术发展之快心惊胆颤。,3
刘洪玉：正是住房具有居住和投资双重属性，而不是仅有投资的单一属性，所以才不能“炒”。,3
二我没有狐狸的牢骚，所以才从那高高的架棚上摘到了一串串水淋淋的红葡萄。,3
后来，大家就把这种穴位叫做“群智”，它是集中了群众的智慧，总结了群众的实践才发现的。,3
正是有了苏联的帮助，中国人民才取得了今天这样伟大的胜利。,3
你是老同志，我才告诉你；对其他女学员，一个字不能露！,3
过去，这里集体养鸭业发展不起来，养一只鸭子，卖给商业部门才一元多，生产队往往亏本。,3
“业务员”比儿女还亲，所以才大把花钱买“保健品”，这些老人买的不是保健品，而是“情感关怀”。,3
我们听到朝鲜平民——妇女、儿童与老人——所受到的苦难，而这些苦难正是我国代表所拥护的那个战争才会有的。,3
只心头长留着春天，人们才会对迎面而来的一年，那么充满信心，那么脚踏实地，为它辛劳。,3
正是历来有千万仁人志士“忧天下”的奉献牺牲，世界才不致冷却，并且日益进步。,3
大概就是这才叫“丝”酱豆吧。,3
就是有这些特性我们的文学才受到它的广大读者——共产主义建设者——的热爱。,3
一身书气，是他在聪敏善悟基础上，又博闻强记，满腹诗书，才华横溢，思想深邃，境界超凡，宁为追求理想苦，不要逐波世俗荣。,3
生长茂盛，植株稠密，茎秆高，穗子重才会引起倒伏。,3
后来，大家就把这种穴位叫做“群智”，它是集中了群众的智慧，总结了群众的实践才发现的。,3
苏联人充分理解印度人民争取巩固的持久和平的努力，只有在和平的条件下才可能达到这些目的。,3
也这样，这个梅特涅（注）式的反革命的“神圣同盟”才会把美国国务院、英国殖民主义者、南朝鲜李承晚、南越吴庭艳、中国蒋介石和印度的反动党派人民社会党、人民同盟联系在一起。,3
速度要快，时间不够，而且他们总共才五个人。,3
这的确是我们部队的奇迹，其所以成为奇迹，就是时间才不到一年，“一年干了好几年的事”。,3
正是有这么多良好的条件，才促成健儿们快速成长，在全运会举重赛上连创佳绩。,3
他们能勤跑、勤问、勤摸、勤联系，因而才保证了原材料的供应。,3
农业生产也要合理布局，每一种农作物都要按当地条件进行安排，特别是商品经济部分，必须比较集中地安排在交通运输便利的地方，这样才便于管理，便于收购，便于调拨。,3
这番话使比利时很感不安，一是北约总部和欧盟总部都设在布鲁塞尔，布鲁塞尔这个“欧洲首都”的称号才“名副其实”；二是只要这两个总部设在比利时，就会给这个国家带来不菲的经济收入。,3
不少华侨华人表示，正是看了海外版，或者通过海外版认识了朋友，了解了政策，看清了形势，嗅到了祖国发展的机遇，才下定了回国投资的决心。,3
有感，才写下这些，以为自勉，也与大家共勉，愿大家动手，以求戒绝。,3
只有妇女、儿童和病人才会经常使用那些东西。,3
他口里常说：“我热爱祖国，所以才决定回来复学。,3
而事实上，我们之所以成为朋友是我们有着共同的利益，并不是我们成了朋友才去寻找共同的利益。,3
对许多国家而言，正是严格的森林立法和国家扶持，才使得遭到严重破坏的森林迅速得以恢复并在环境保护中发挥着越来越重要的作用。,3
很多丹麦人相信，拒绝欧元不会损害他们的经济繁荣，才大大加强了反对派的力量。,3
只有宣布动用武力，人们才会当真。,3
可以说，正是强烈的问题意识，新发展理念才具有强大的理论穿透力和现实解释力，成为回应当代社会发展问题的中国解答。,3
有了按揭，上海个人购房比例才升至93．6％，北京个人购房比例也达至80％。,3
国是大家的，不是某个人的，所以需要大家都来爱国，才会有成果。,3
也这样，才使影片的尖锐矛盾、曲折情节在不是用长篇对话而主要是用人物的行动的表现形式下，得到了清楚而富有表现力的反映。,3
到这里来，只有吃生蚝才不至于亏本，一个生蚝1美元，吃上30个生蚝就够本了。,3
我亲身感受了美国、巴西等资本主义国家的本质和现实，才使我对去年春夏的风波有一个冷静客观的认识，在与西方国家的比较中深刻感到，我国的现行制度还是很有道义的，对强调国家稳定表示理解。,3
如此，冯敬他们才会初次参加世界大赛就表现出了“初生牛犊不怕虎”的猛劲和闯劲。,3
