text,label_meaning
但是，在他们不断受到伟大的毛泽东思想的哺育，用毛泽东思想武装自己以后，阶级觉悟才发生了质的飞跃，成为一个自觉地为共产主义事业奋斗的无产阶级先锋战士。,3
我们团结了，才会有任何敌人都不可战胜的无敌力量。,3
长庆公社正东大队第五生产队是个16户、70来亩耕地的山区小队，社员平均口粮才400来斤，劳动工值一天只够换一包常德烟。,3
但是，科桑代法官说，这笔巨款不会马上归还，在菲律宾司法当局明确了这笔巨款的用向之后，瑞士银行才会把它归还给菲律宾。,3
韦蕙莲激动得连连说：“这种事在中国才会发生！,3
叶冲表示，社会赛事呈现繁盛之势，对击剑选手来说是一件好事，“实战对于选手能力和经验的提升至关重要，在比赛中多经历，才会少一些一剑之差的遗憾。,3
美国国务卿舒尔茨表示，以色列、约旦和巴勒斯坦立即进行直接谈判，美国才会同意召开中东和平国际会议。,3
稳定，中国才会对世界和平作出贡献。,3
他们说，红军才会徒步走过连牦牛也不敢走的沼泽地。,3
亚洲妇女代表会议确认：帝国主义在亚洲的完全失败，连带他们的走狗亚洲反动政府的失败，亚洲被压迫的人民和妇女，才可以获得他们的权利。,3
还有人认为，发展说话的杂技才可以使它具有为政治服务的强烈作用，其说不一，认识是极其纷繁的。,3
最近又有一件使我感动的事，这在今天毛主席领导的人民时代里才会有的：我的家从爪哇寄来一本关于医学的参考书。,3
但科学家同时发现，在这些缺少MAOA的儿童中，接受不良教育的儿童在成人后才会出现极端的反社会行为，而在适宜的家教下孩子并没有出现反常行为。,3
在这两万名烈士的面前，也在他们面前，我们才会跪下来，为了像我们无敌的卡米洛·西恩富戈斯少校说过的那样对他们说“革命已经实现了”。,3
切实关心和解决群众的具体问题，群众才会真正拥护我们。,3
这一集体才为农村的机械化、电气化以及将来消灭城乡差别提供了可能。,3
此时列宁就告诫全党：“世界上我们这样的执政党，即革命工人阶级的党，才不追求党员数量的增加，而注意党员质量的提高……”“宁肯少些，但要好些。,3
难道这样组织起来的结构，才叫做社会主义社会？,3
同样在我国首都北京和各地演出过朝鲜话剧《红色宣传员》之后，如今又由中央歌剧舞剧院演出舞剧《红旗》，这样密切的艺术交流是在我们这样交深谊重的兄弟国家才可以看得见的。,3
但今天，西藏太阳能的利用才变成了现实。,3
严如湛坚持说：“全家都去，同社员一道参加劳动、参加分配，社员才会相信我是全心全意和他们一道搞好生产的。,3
西部的同志必须作好充分的思想准备和工作准备，随时准备应对各种开发之需，这样，项目到了家门口，才不至于出现由于准备不足、工作不实而措手不及，手忙脚乱。,3
以真正平等的态度对待群众，在思想上同群众见面，使群众感到你的心是交给他们的，群众才会把你看成是自己的代表，愿意把自己的愿望、要求和意见反映给你，讲出知心话，和你心贴心。,3
应当看到，文字和由文字组成的文学，其本身也在扩大和变异，决不能说印在书刊上的作品才叫文学，通过其它媒介来表现的文学就不叫文学。,3
说白了，似乎中国贫弱落后才会让某些人放心。,3
斯大林同志说：“在马克思主义理论上完全无知，丝毫不懂语言的本性，才会使得我们某些同志说出什么社会分裂，“阶级的”语言，“阶级的”文法等类荒唐话。,3
这样，我们的革命工作、组织工作才可能打开新局面。,3
特别是对欧洲人来说，去中国才会看到一个他们从电视上不可能了解到的真实中国。,3
如果领导关注、过问了的事情才去解决，领导没过问或关注不到的就不去管，那问题岂不会越积越多，有些问题甚至可能永远也解决不了。,3
考试在人们绞尽脑汁的艰难思索中进行着，虽然四个题目，可是进行很慢，整整考了一个上午，十八个代表才勉强缴了卷。,3
我们坚信，把帝国主义消灭掉，我们在这里所谴责的暴行才会停止发生。,3
日本政府1月25日发表“结构改革和经济财政的中期展望”强调，处理不良债权、进行规制改革和财政改革等结构改革，经济才可能获得再生。,3
旧货市场上实在买不到适用的，他们才去光顾南京路上的五金商店。,3
因为每个家庭在认为自己的孩子可以健康成长以后，才会决定少生孩子。,3
在碰了硬钉子之后，你才会恍然大悟：原来这使不得！,3
例如土默特左旗的万家沟灌区，原来一条骨干渠道，灌溉面积才两万亩。,3
跟着毛主席走社会主义道路，我们的日子才会越过越甜。,3
敢抓敢管、敢于负责，敢于攻坚克难，敢啃硬骨头，才会不计个人得失，不怕得罪人，直面困难和问题，说真话、实话和管用的话。,3
坚持人民的武装斗争，才可以取得自己的解放。,3
在这种情况下，全民办电，即除了电力部门积极办电之外，大家都来办电，电力不足的情况才可望缓和。,3
在这种情况下，被取消候补党员资格的证书，在党的州委会、边疆区委会、加盟共和国共产党中央委员会批准后，才可收回。,3
也许当在技术标准安全等问题上取得新的突破之后，物联网的发展才会进入真正的爆发阶段。,3
在下述情况下先期释放，才不算变更判决书，而是变更其执行的方式，即这种执行方式是司法当局及判决执行人所依据法令所规定的。,3
得了这种病，药物疗效等于零，回到空气湿润的南方才好些。,3
这样，才可能冲垮“大而全、小而全”的框架和模式，在严酷的市场竞争中，优质高效地壮大我们的经济实力。,3
我认为，敦煌抓住旅游服务和绿色产业这两个重点，尽量缩小城市规模，才可能将城市建设得更加美好。,3
就我国情况说，在他们看来，到今天，作为阶级的剥削阶级才不再存在了。,3
主要原因是某些农民加入了高级农业生产合作社以后，认为土地不分红了，多投入劳动力，才可以多得工资分。,3
产品的体积虽然这样大，今年十一个月却完成了十一台；而去年和前年做的圆筒干燥机，一个齿轮三吨重，两年总共才做了九台。,3
这样，我们在大是大非的问题上才不会犯错误。,3
相反，坚持按劳分配，多劳多得，才会鼓励先进更先进，后进赶先进，共同创造越来越多的社会财富，来消灭贫困现象。,3
解决了这个问题，才可能有真正的社会主义的文学艺术。,3
长之的文章又说，电影中是“批判了武训兴学的革命意义之限制性，让人觉得二者合起来，再加上正确的领导，革命才可以成功，像中国今天这样子”。,3
公共政策是为规范、指导各种社会组织和个人行为而制定的，公开公共政策的内容，让受公共政策规范、指导的所有社会组织和个人知道某项具体的公共政策，才可能受到它的规范和指导，发挥公共政策的效用。,3
在实践中得到新的知识和启示，才可能解决好各种新问题。,3
在两种情况下，一个干部才会被解除职务：一种是逝世了，一种是犯了错误（或者被认为是犯了错误）。,3
可是，在革命者的身上，它才发出了崭新的强烈的光辉。,3
不折不扣地落实党的政策，农业生产才会突飞猛进。,3
在本国政府没有作出判断的情况下，法院才可行使裁量权。,3
知识分子跟工人、农民正确地结合，才会有无攻不克、无坚不摧的力量。,3
这样做才会有助于扭转核军备竞赛的危险趋势，减少核战争的威胁。,3
他指出，叙利亚一贯认为，阿拉伯和联合国的有关决议得以实施，阿拉伯和国际社会的努力才可把伊拉克从困境中解脱出来。,3
但共同的欧洲货币在欧共体各国的经济接近之后才会出现。,3
但是，在科学家确信这种飞行无损于宇宙航行员的健康的时候，才会实现这种飞行。,3
那些对自己观点的正确性没有把握、对自己的制度没有信心的人，才不接受我们的和平竞赛的挑战。,3
到了那曲镇，又听说海拔5000米的冷底乡才可能下大雪，剧组又立即开赴冷底乡。,3
盖斯说，美国和英国停止对巴勒斯坦领土上的犹太复国主义分子的支持，解除对伊拉克的封锁和撤出阿拉伯半岛，“风暴才会停止”。,3
在那里，一本书一版平常两千册，三版也才六千册；但是根据地的干部，单是在延安能看书的就有一万多。,3
他认为古典诗词中，“有我之境”多，有才华的诗人方能写出“无我之境”。,3
可是因为至今唯一的法文论文可查考，既缺乏其它证明，又找不到中文原著，为了审慎起见，暂时还只能视为待考的问题，待多方面搜寻资料之后，才好最后解决。,3
马克思主义不是教条，正确运用于实践并在实践中不断发展才具有强大的生命力。,3
好言规劝，你们是听不进去的；当你们感到再拖下去就要大倒其霉的时候，才会有所收敛。,3
企业的投资者，老板才会考虑企业20年甚至100年的发展。,3
他说，苏联所说的“缓和与和平”就是巩固它对东欧和中欧的统治，而且谋求对西欧和其它大陆行使政治霸权，懂得这一点，才好理解莫斯科为什么对这一东亚的和平条约进行这么起劲的抨击。,3
《条例》指出，武夷山作为世界双遗产地，保护是第一位的，在充分保护的前提下，才可以进行科学合理的开发、建设和利用，必要时甚至应该对游客数量进行限制。,3
对此，单一物质化的产品、建筑、景观等设计已经难以奏效，从系统的角度进行整合设计，才可能真正解决问题。,3
在阿富汗的整个历史中，在帝国主义国家干涉其内政时，阿富汗人民当中才发生分裂。,3
“干部们到村头、下地头、拿锄头，与群众同坐一条板凳，才会丢掉‘官气’，承接‘地气’，聚集‘人气’。,3
斯大林指出：“在这种条件下，才可以认为我们的祖国有了免于意外袭击的保证。,3
就一个地区或全国而言，当大部分农业劳动力稳定地转入二、三产业后，才具备了推进规模经营的起步条件。,3
严格把好质量关，接受市场挑战，出版事业才会有繁荣发展的辉煌前景。,3
我们的民族解放斗争在美国停止侵略，在上述一九七○年三月二十三日声明和柬埔寨民族统一阵线政治纲领所确定的条件下才会结束。,3
这样办，群众干劲才会越来越大，建设速度不仅不会慢，反而会更快。,3
跨学科的融会贯通，才可以让年轻人开阔视野，跳出自己的专业。,3
快喝吧，小鹿，这是梅溪，你看它多清多亮呀，梅阿姨的眼睛才……”我突然停住了。,3
病人信任你，才会愿意购买你的服务。,3
把洞庭湖、洪湖、鄱阳湖等大型湖泊的蓄水能力充分挖掘出来，再加上三峡工程的蓄水能力，才可能从根本上改变长江中游年年汛期告急的被动局面。,3
列宁在《共产主义运动中的“左派”幼稚病》一书中曾经正确地指出，千百万人的习惯势力是最可怕的势力，无产阶级专政和无产阶级政党的铁的纪律，才为战胜这种最可怕的势力创造了必要的条件。,3
确实已经不能耕作的老牛和残牛，才可以卖给食品公司或者屠商宰杀。,3
因为在对历史事件的理解、同情、想象和体验中，历史知识才会成为对于我们的生活有意义的知识。,3
报告预计，明年上半年，该组织国家的经济将仍然十分疲弱，增长幅度将0．7％，下半年才会有明显的好转，增幅可达到2．9％，全年的增长率将与今年持平。,3
折旧费，按它的用途来说，放在公积金里才合适。,3
这个法的一个原则是建立在平等互利的基础上，这很重要，这样，才好合作。,3
真正懂得了这些道理，在碰到各项具体问题时，才不会迷失方向，左右摇摆。,3
厂长伍寿椿对记者说：“我们干的是工业活，吃的是农业饭，维护农民的利益，才会有我们工厂的效益。,3
看到过她演唱的人，才会感觉得到那一词一字里的真情所在。,3
在好的环境里才好分兵游击，领导者也不如在恶劣环境时的刻不能离。,3
关于巴政府会采取何种反应的问题，巴外交部发表声明说，巴政府在“技术上需要时”才会进行导弹试射。,3
这是事先谁也难以预料的，自己亲身经历了才会知道。,3
稳定地发展，才会产生根本性的变化，事情就怕变来变去。,3
建筑是在民族传统的基础上不断地发展变化着的，在我们被侵略，被当作半殖民地的时代，我们的城市才会有各式各样的硬搬进来的‘洋式’建筑。,3
但是应当看到，马克思主义才从根本上对人类社会历史的发展作出了真正科学的解释。,3
这生活在新中国的人民才会体会到的。,3
专业化的演出场所，如果孤零零地各处一地，效应并不明显，形成演艺区，统一规划，集中优势，才可以发挥最大的能量。,3
农民掌握了节水科技，尝到节水甜头后，节水的积极性才会迸发出来。,3
统治人民的反动集团和反革命集团，帝国主义和苏联修正主义的盲从工具，才否认中华人民共和国经济援助的友好、无私和国际主义精神。,3
在解放了的今天，杂技艺人和他们卓越的技术才受到了应有的重视与保障。,3
但是作者在许多地方却回避了这种冲突，宁愿用“为什么不好好干活，可对不起自己，对不起大家啊”这一类缺乏个性的话，来代替他们之间才可能有的争辩，来代替两种性格，两种人生观之间的真正的冲突。,3
据此认为，商标经核准注册后才受法律保护，未注册商标不受法律保护或者至少在商标法上找不到明确的保护依据。,3
一个小小的村子，放在中国历史的长河中，也许只是微不足道的水滴，却也折射着纯粹而独特的光芒，在文化的传承与发展中应有它们的一席之地，它们才可以提醒我们敬天爱人、乐天知命。,3
信中说：中国的无产阶级文化大革命，是当代最伟大的革命，十月革命和中国革命本身才可与之比拟。,3
一位了解沙漠脾气的人告诉我们，沙坡被烈日暴晒数日，才会产生出鸣声，而我们运气不佳，刚赶上一场小雨，石英沙们没有兴致歌唱。,3
人们普遍认为，DVD产品的价格降到2000元以下时，才会获得大的发展。,3
细细体味，慢慢品尝，才会有“不要人夸颜色好”的沁人肺腑之香。,3
违反了这些规定，才可能构成本罪。,3
那时，总铺乡零落的几个小企业，把砸石子的工人都算上，务工的人员也不足三百人，工业收入人均才几元，还不如养一只老母鸡。,3
新西兰也允许留学生打工，但读专业课程的学生才可以每周打工15小时，并且必须事先申请“更改签证条件”。,3
并且我们的胜利在伟大的苏联和中华人民共和国为首的民主国家人民的积极支持和援助下才可能得到的，这一国际主义的援助成了保障我们胜利的重要因素之一。,3
一位参加了听证会的学生家长说：“我们充分表达了意见，参与其间，立出来的法律才会代表学生的利益。,3
冯女士总结说，这就是沟通，在沟通时充分表现出对孩子的尊重，孩子才会更加尊重家长，并与家长更加有效地互动和交流。,3
尤其令人奇怪的是，按照苏联领导人和苏联报刊看来，似乎苏联参加了亚非会议，亚非运动同社会主义国家和国际工人运动才不会“隔绝”。,3
按照海南岛的气候来说，冬季最冷的1月份，全区各地平均温度很少到摄氏10度以下的；而夏季最热的7月份，平均温度也很少有超过34度的，临高和琼山两县的绝对最高温度，才到过41度上下。,3
（全场活跃）这种“发明”神话和侦探小说的爱好者才会相信，而任何一个严肃认真的人是不会相信的。,3
对生活长期的观察，熟悉群众的生活，洞悉了其本质的东西以后，才可能准确地反映生活，描绘生活的真实。,3
关于是否影响台湾产业出口，台湾机械工业同业公会理事长柯拔希对外表示，新台币贬值使出口稍见曙光，但仍杯水车薪的效果，贬破1美元对34元新台币才会开始有感。,3
由于中国青年队与泰国青年队净胜球数相等，9日晚中国青年队战胜泰国青年队，才可出线。,3
这样，才会保证投资者的投资行为是公正的，其责任将由投资者自身来负，不存在欺骗的问题，过热的炒作也会得以抑制。,3
男性才可以加入这个秘密的帮会组织；并且要绝对保守该组织的秘密；由于它成立至今六十多年仅公开发表过五次公报，因此它极少为人所知。,3
认识上取得飞跃，才可望在作品中实现突破。,3
靠集体富起来，富了又更加热爱集体，巩固和发展集体，我们的道路才会越走越宽广。,3
浙江临海县项义品渔业生产合作社红头对船的春汛单位产量平均达一万零二百多斤，当地渔民互助组的平均产量九千三百多斤，单干渔民才七千五百多斤。,3
交通发展了，尤其是作为交通运输骨干的铁路发展了，才可能实现市场的扩张和流通的产业化。,3
我国少儿艺术团首次参加便受到热烈欢迎，艺术团的17位小演员都是来自西藏自治区各地的小学生，年龄最大的13岁，最小的才10岁。,3
信上说：“我深深体会到毛主席和共产党的领导，才会有这样为人民服务的店员”。,3
无论是国有股还是流通股，股权流动才会体现股份制价值，这意味着今后国有股可能由静态进入动态。,3
他在机场举行的记者招待会上说，洪森提出的西哈努克参加雅加达会议，他才与会的借口是站不住脚的。,3
苏维埃制度解决了社会主义革命最困难的任务之一：用兄弟般友谊的纽带把我国各民族联结起来，显示了在社会主义社会条件下才可能彻底和公正地解决民族问题的唯一正确的范例。,3
也有人说，马教练不过在迷惑对手，到底谁上阵，比赛时才可见分晓。,3
每个文艺工作者全身心地深入生活、深入到群众中去，才会发现和撷取生活中的真善美，自觉抵制拜金主义、享乐主义和极端个人主义的侵袭。,3
建设局仇方域北京建设局工程总队工会代表仇方域说：彭真同志在会上再三地告诉我们，工会工作的中心任务就是生产；这样，工会工作才会有丰富的内容。,3
经过几天剧烈的思想斗争之后，我开始认识在这个伟大的时代中，把个人的一切贡献给人民解放事业，人生才具有真实的意义。,3
如同盖房子一样，必须从打地基开始，每一个村都发展了，才会有一个乡、一个县乃至一个地区经济的健康发展。,3
谭盾说，你觉得自己是米开朗基罗，或者自己就是贝多芬，这样，才可以成功。,3
评论指出，南斯拉夫在柬埔寨问题上的言行是“光明磊落的”，“那些害怕真理的人，才会隐瞒自己和别人的真相”。,3
领导干部把经济建设放在首位，大力发展生产力，不断增加群众收入，提高群众的生活水平，才会让群众满意。,3
排除技术上的不完善因素，理想的印章系统得到授权才可制作，任何人不可仿造。,3
政府不包办，企业才会不依赖。,3
人们的出行观念和遵守交通秩序的意识提高了，一个城市的交通才会有秩序可言。,3
共产党才关心我们瑶山人！,3
在我们的时代里，现代最先进的力量——工人阶级及其政党才切实地关心到为了整个社会的利益而来发现并自觉地利用社会发展底客观经济法则。,3
一切被压迫民族，和无产阶级的命运联系起来，在一切被压迫阶级获得解放以后，自己才会获得解放。,3
因为道德的根本范畴“善”所关照的首先是个人良心的安宁，良心的安宁，才可以有健康的心理。,3
在对待坚持反共立场的阎锡山和国民党反共顽固派的斗争中，我党始终以抗日大局为重，团结他们一致对敌；在他们主动向我进攻，不断制造磨擦事件的情况下，我们才不得不进行自卫还击。,3
直到他们为日商生产的柴油机曲轴合格率25%时，才从日商口中得知，失败的原因仅仅是由于翻砂铸件没有采用镇江铸造焦。,3
在作者活泼天真的叙述中，渗透着被淡化了的惘然与凄楚，以及那个时代才可能的、归根结蒂是由人自己制造的痛苦或无奈。,3
我们自己把问题解决了、把基础制度建设好了，外资才会进来并发挥积极作用。,3
同时，任何好的措施、计划、方案，在得到广大群众支持的情况下，才可能完满实现，如果用包办代替和命令主义的方法去推行，就必然得不到群众的援助、支持，而归于失败。,3
新疆在祖国的怀抱中，在社会主义道路上，才会有幸福美好的今天和未来。,3
滥用抗生素就会给人的健康带来危害，这不仅是患者要面对的，也是医生要面对的问题，因为慎用抗生素，它才会造福于人类。,3
向群众要东西非强迫不可，拿东西给群众才不必强迫。,3
穆沙拉夫说，印度率先采取行动，印巴两国间才可能爆发战争。,3
事实证明，他们在彻底坦白以后，才可能安下心来。,3
我们学习了总路线后，更加明确了工人阶级和广大农民巩固地团结起来，搞好工农业生产，美好的社会主义社会才会早日到来。,3
我们赞同声明中的如下观点，即全面政治解决柬埔寨问题，柬埔寨才会有持久、稳定的和平。,3
说来也怪，在她出走之后，他这做丈夫和父亲的人，才充分地领略了这一切遗传上的惟妙惟肖之处。,3
减税的幅度大于公共开支压缩的幅度，减税政策才会有积极的效果。,3
抓得早，才会抓得好。,3
这时候，在这时候，我才体会到母亲所说的“巴不得一天到晚磨不停”这句话里，含有多深的意蕴！,3
积将近一个世纪的经验，懂得一个真理，社会主义才可以救11亿人民的中国。,3
在我们这样的时代里，才会有这种阶级感情。,3
（长时间的鼓掌）像某一个发了疯的部长那样的蠢材，才会沉溺于这样疯狂的计划，即：恫吓苏联并宣传各种各样的侵略计划来迷惑他们的人民。,3
至于“灵活性偏好”，凯恩斯把它说成是人的自然倾向，认为人们总喜欢保持随时可以使用的现金货币，在利息的引诱之下，才会放弃它。,3
这样，人们才会对消费该领域的产品有信心。,3
民族的生存和荣誉，靠自己民族的头颅和鲜血才可保持……”当是对浴血抗战下的最恰当的注脚。,3
他们总是习惯地认为生产产品“硬件”的体力劳动，才创造财富，而把技术、决策、管理等脑力劳动与体力劳动对立起来，并把对企业起主导作用的“软件”劳动成分排斥在价值创造之外。,3
也就是说，一个人要认识事物，亲身参加实际斗争，才会触及事物的现象，从而透过现象，抓住本质，理解它们。,3
作为党的干部，将自己打造成热爱海洋、读懂海洋队伍中的一员，才可能在建设海洋强国进程中贡献一己之力。,3
与中国团结在一起，才可能真正争取到世界和平。,3
每天阳光普照，雪白的盐巴才会迅速并源源不断地加工出来。,3
同样道理，我们要理解、实践这一理论，也必须首先经历世界观和思维方式的转变，破除了原则优先的思维方式，从现实的实践发展出发，才可能把握马克思主义的真谛。,3
企业经常向职工进行正确的思想观念，提出新的目标任务，使职工保持积极的危机感教育，才会有活力。,3
