text,label_meaning
爱尔兰统一党和工党经过谈判达成了联合组阁的协议，后又得到一名无党派议员的支持，这样才以微弱的多数组成了联合政府。,3
实践证明，一个地方只有风气正，人心齐，干部群众精神振奋，各项事业才会长足发展。,3
因此，“人造”恐龙，恐怕是下个世纪才可能出现的奇迹。,2
革命军人只有平时刻苦训练，才会有战时的决战决胜。,3
不能怪周涛的口误，与几十年前才出现的“襄樊”这个新地名相比，“襄阳”这个地名实在是历史太悠久、名气太大、文化底蕴太深了。,2
李守正直到被俘前几分钟才向王仲廉报告：“形势很危险。,2
党的三中全会以来，特别是中央提出“四项指示”以来，北京各方面的工作确实有了很大进步，取得了不少成绩，但这是经历了艰苦斗争，付出了相当代价才取得的。,3
麻城今年是战胜了两次严重干旱才取得丰收的。,3
吃过晚饭，好不容易才吵得爸爸穿上大衣，出了家门。,3
从早到晚，列车跑了一千多公里，时间过了二十几个小时，直到在午夜时望见了长沙市的灯光，她才住了手。,2
正是认识上的不断深化，才使得我们在实践中更加注重发挥市场作用，有力促进了经济持续较快发展。,3
联合声明说，两国政府深信，“战争不能解决问题”，只有在和平中，才会使南斯拉夫和印度两国人民有机会自我发展。,3
张玉玲的脚当即起了泡，后来感染化脓，不能走路，医治十多天才好。,2
由于道路拥堵，许多人弃车步行，路上到处是小心翼翼步行的人群，相当多的家庭都有深夜甚至凌晨才到家的风雪夜归人。,2
茶泡出来之后，先且不饮，而是交口称赞那逐渐展开来的一旗一枪，然后观察茶汤的变化，直至变成清亮的淡绿色，有时上面还漂几点若有若无的油花，这才举杯对饮。,2
只有以高格调的产品为号召，小小“TV”才会别有洞天，别具滋味。,3
都快九点了，怎么这会儿才回来？,2
等我喝完茶，休息了一会，才到屋外打电话叫车去了。,2
只有坦诚交流、相互尊重，眼下的有利氛围才会真正转化为伊核问题和平解决的新契机。,3
抗战胜利以后，他才下了山；以后，参加了土地改革的斗争，分了土地和房屋。,2
她仅仅是因为丈夫被日本人杀死，为了报夫仇，才参加了抗日战争时期的一些政治活动。,3
他苦思捉摸出一种发式后，总要先在店内试做，然后才向顾客推荐。,2
要等到中国的产业结构比较健全、中央银行监管十分有利才会实行。,2
在日常工作中，有时有很多矛盾存在，究竟哪个是主要矛盾，往往是要费力才可以找得出来的。,3
瑞典军方对此一直不好意思向巴方通报，直到瑞典新闻媒介报道之后，才向巴驻瑞使馆说明这些马的命运。,2
官兵的血汗流在一起，军旗才不会褪色马泉河畔，盛传着一个将军与后勤助理员和一个大个子士兵的故事。,3
到那时，他们才不得不表示“认识到台湾海峡两边所有的中国人都认为只有一个中国，台湾是中国的一部分。,2
让他们对这个行业从犹豫到进入、从兼职到专职，产业才会打开向上发展的空间。,3
只是《瑰宝》这一部被奥斯卡吟唱了50余年的“生死恋”，日前才回归女主角的故土—中国。,2
安宪增接到通知，马上骑自行车找到罗有昌，为了不误点，他把自行车交给罗有昌，自己步行了两个多小时才回到段里。,2
一直到下午六时，批发站才在大家一再催促下，派何同志带着五份复写的字迹模糊的文件，匆匆来到了招待所。,2
政府只在确保释放被劫持乘客时才与劫机者对话，但决不答应劫机者提出的任何条件。,3
吴先生认为，当今的中国足坛缺乏顶尖的球星，只有培养出众多技艺非凡的球星，足球运动才会变得更有魅力。,3
在这套流程操作下，数据的价值才会被充分挖掘。,3
决不是象影片描写的那样，任务快完成了，县委书记才坐着车来指点一番。,2
直到一六八八年，资产阶级政党以政变的方式从荷兰迎来了一个带着荷兰海陆军进入英国的国王，这才使英国的资产阶级专政稳定下来。,3
就连写儿童歌曲《卖报歌》，也是经过多次观察一个报童卖报，甚至亲自帮他卖报后才写出来的。,2
至此，两年来的八万八千元的经济纠纷才告结束。,2
后来，由于学生们的强烈反对，佛朗哥当局才不得不重新开放。,3
联合国的一位外交官分析说，如果在利比亚建立禁飞区需经联合国安理会讨论，而这只会在利暴力升级时才可能发生。,3
我们西藏人民也只有在中国共产党和各族人民伟大领袖毛主席的英明领导下，坚决走社会主义道路，才会有光明幸福的前途。,3
只有经过长期的这样的学习，才可以指望改变一部分哲学工作者的书生气和学生腔，逐步掌握理论联系实际的方法，写出从实践中来的哲学，写出为工农兵和革命干部所欢迎的哲学。,3
直到又一拍涛声响起，那颗悬着的心才复归于平静。,2
在这种情况下，管成俊才勉强起来，采取了一些补救措施。,3
村民们还向客人献上只有在盛大节日才吃的传统食品。,3
一次，杨兴蓉到那地生产队的一位病人家里送药，这位病人的病已经好转，到毛田坝收稻子去了，两天后才回来。,2
他们当中的不少人，是由于父母拉的关系才上了大学、参了军、招了工、提了干。,3
艺术创作需要起码的物质生存条件，人只有在解决了衣食住行的实际需求后才可能从事艺术和其他活动。,2
中非人不仅爱吃蚂蚁，而且非常喜欢吃毛毛虫和金龟子等，只有品尝过这些小生物的人，才会理解他们为什么这么爱吃。,3
仅此一项，每届就要投资近10万元，自然，这因为有陕西电视机厂和香港胜明实业有限公司这样的企业对文化建设的热忱相助，才使歌曲爱好者获得进修和比赛的机会。,3
我趁那位操东北口音的老职工有些空闲的时候，走过去与他搭讪：“老同志，你们这儿在哪个季节才刮这么大的风？,3
内塔尼亚胡强调，只有在巴自治政府履行打击恐怖活动的义务后，以色列才会进一步向巴方移交约旦河西岸土地。,3
我们志愿军在朝鲜，是由于得到了朝鲜人民的全力支援和无微不致的关怀，才取得了胜利。,3
现在，北斗三号的原子钟已提升到每300万年才出现1秒误差的精度。,2
您长长的蘸水笔里流出的是您的血液，我捧着您的灵魂才健步如飞。,3
后经工厂行政、工会负责人员向大家作了检讨，工人参加检查的积极性才发挥出来。,3
经反复研究才发现上述工艺设计中的极不合理现象。,3
到了第五局，长谷川信彦才以二十一比十五的接近比分取胜，从而获得了这个项目的第一名。,2
我们经历了一百年的长期艰苦斗争，只是到了今天，才在共产党与伟大人民领袖毛泽东领导下，获得了基本的胜利，打倒了国内外的压迫者，成立了中华人民共和国。,3
后来，石老荣办了酒席，向石芳金道歉赔礼才了事。,2
这样上下齐抓，加重农民负担的“顽症”才可望根治。,3
可是，体育的核心精神——更高、更快、更强，本身就带着竞技性啊，正是因为有了公平竞争，体育才变得好看、好玩。,3
尤清说，他与林纯子是在参加对“十信”案调查的三名“监察委员”放弃提出弹劾案之后，才另提案弹劾的，并把现“行政院长”俞国华列入弹劾名单。,2
喊了好久，没人答应，伪军提心吊胆，进去搜索才发现民兵早已从地道转移了。,2
只有经过反复的磨练，中国女排才会状态越来越稳定，队伍越来越成熟。,3
可他依然等在店里，待我取走照片，才关门离去。,2
他们说，起初他们也不知道，是在公安人员到骡马大店查询过往客人的情况时才发现的。,2
后来经过这个乡的干部努力，才在插秧阶段，发动农民使用了少数商品肥料。,3
直到这位老教授送给他法国酒、外国电池灯，用汽车接他到饭店吃饭后，他才予以解决。,2
到1954年正式公布重点试行劳卫制，根据试行情况在1956年才在全国普遍推行。,2
谢翔鹤一时说不出话，好久才吞吞吐吐地说：“是我不对，我有罪”。,2
心存感激的3位旅客直到进站验票时，才发现车票已被人用“废票”和“短途票”调了包，而“热心”人早已没了踪影。,2
李新民带着两个队员爬上井架，在零下20多摄氏度的严寒中，徒手抡大锤，砸了半个小时才修好，可双手却粘掉了一层皮。,2
有付出，能帮助别人，才会感觉幸福。,3
零活做完他心里乐，这才去帮助民兵练爆破。,2
区长和议员则是兼职的，月薪只有600美元，他们平时都有各自的职业，只是在召开议会或决定社区大事时才到社区来。,3
只有那些害怕加强和平和不希望国际局势正常化的人，才会对这个消息感到惊慌和悲伤。,3
原来，黄芝州于7月18日晚在晁家作案后潜逃，后因慑于严厉打击刑事犯罪斗争的威力，才又返回投案自首。,3
后来，他长期侨居西班牙首都马德里，到今年六月二十日才回到阿根廷。,2
只有经济上不依靠别人，军事上政治上才会有力量。,3
他下车后到了银行打开挎包往外取款时，才发现这个挎包不是自己的。,2
只有千方百计增加农民收入，开拓农村市场，才会进一步拉动整个经济增长。,3
二月中旬，工程处主任才姗姗地来到石家庄，这时候，正像工程处主任所说的“大势已定”，再着手准备已经来不及了。,2
从一开始，正是赫鲁晓夫和肯尼迪的挑唆、支持和援助，才使得尼赫鲁敢于向中国发动侵略。,3
一直到夜晚八点多钟，才到茶厂，及时供应了烧柴。,2
只有经过自己刻苦钻研出来的，才一辈子也忘不了。,3
待有十几二十条了，才一串儿提上岸。,2
迁移工作开始前，有的干部把这个工作看得轻而易举，但经过详细了解后，他们才发现农民存在着很多顾虑。,3
这个时候，艺术家才与他的作品合而为一，成为完整的生命体。,2
只有共产党来了，才不愁吃不愁穿，好好地过我的晚年。,3
河南文物主管部门这才如梦初醒，采取行动。,2
在组织上一再催促下，李梦周才住进了医院。,3
一位历史学学生蛮有怨气地说，他用了三四个纸箱才好不容易装下一个月内收到的宣传品，然后统统扔进垃圾堆，对此他简直烦透了。,3
真正理解和感受瑞典在制定交通安全规则背后对生命的尊重和散发的人性关怀，活学活鉴才会更有价值。,3
观众们过于热情的压力，让主办方提前一小时就封锁了金秀贤将要亮相的馆区，公安部门甚至一度叫停了他的出场，直到临结束时，才亮相短短几分钟。,2
经过再三劝说，孟克达来才动身来到北京。,3
声明说，只有捍卫不干涉和自决权的原则，墨西哥的呼声才可能是拉丁美洲各国人民的真正呼声。,3
那年，春天来了，那些由她一手接到人间的子孙们，抬着她的棺，转遍了小沙沟的三街六巷，最后一次，让奶奶走过了每家每户的门口，这才出了村。,2
县支行领导直到申请执行，法院派人执行时，才发现法院的保全物资已被变卖一空。,2
他回头看钟上的指针时，才发觉这次出差从节约汽油的观点来看，比上次去十三陵要合算得多了。,2
直到下半夜三点钟，汽车才到韩家村。,2
正是在这种背景之下，苏修才不惜更加露骨地出卖德意志民主共和国的利益，加紧同西德军国主义的勾搭。,3
朱振华和彭志渊，今天下午都是经过两个半小时多的激战，才以3比2的接近比分分别赢了各自在复赛中的对手——上海的梅福基和戴永明。,2
因为如此深刻的乡愁，怀着如此质朴的初心，他才写出了这本书。,3
只有真正走向大众，找到干预社会生活的途径，哲学才会有生命力。,3
权威人士认为，下个世纪初，欧洲隧道才会开始赢利。,2
当时部队迅速南进，没有来得及把这件事情的底细告诉朝鲜人民，直到去年春天，志愿军某部战士们到墓前进行隆重的祭奠时，当地人民才从一位战士李治黄的口中知道了这位不朽的朝鲜母亲生前的动人事迹。,2
全场比赛两人打了5盘才分出胜负。,2
在发展农产品原料的同时，充分利用非农产品原料，特别是大力开辟化工原料的来源，才可以加快轻工业的发展，适应城乡人民日益增长的需要。,3
一个政党，只有成为高度制度化、组织化的现代政党，才可执政好、治理好一个国家。,3
直到今天我才了解到我经常来的这座城市竟然对中国历史如此重要，我甚至能够看到当年的历史场景，了解到毛泽东当年起草宪法的灵感来源。,2
谁知报名的人出乎预料的多，只好再加租两个厅，才使出席宴会的3000嘉宾坐了下来。,3
解放后进了工厂，才娶上妻有了家。,2
只有下定决心，做耐心的艰苦的调查研究工作，遇到一件事情，多方面打听打听，写出来的东西才会对头。,3
他说，只有这样，“他才会同这个国家的新领导合作”。,3
一九五四年春耕时，黄厚胜家没有口粮，靠贷款和预购定金，才勉强敷衍过去。,3
抓人者怕她死在监狱，才在5年半之后的1973年7月，把昏迷的她伴着氧气瓶押送回长沙。,3
据东北老百姓说：这行买卖是从蒋军到后才兴隆起来的。,2
结果是助长了崔满堂等人的贪污行为，一直发展到贪污盗窃一千二百多元时，才不得不作处理。,2
清水认为，《清明上河图》开始的画面，现在看来有些“突兀”，似还应有一段田野风光才够完整。,3
有了“赏月”，才会有“月饼”之食。,3
戈内拉曾经争取副总理的职位而没有成功，后来决定由他兼负“协调宪法”的责任，才勉强把班子搭起来。,2
经工作人员耐心解释，才勉强服从安排。,3
经过这次整风，展开批评和自我批评，分析了两种干部各有所长，也各有所短，应该互相学习，取长补短，才使大家开始有了比较正确的认识。,3
只有本民族音乐艺术大发展，为本国人民所喜爱，并为世界音乐的总宝库增加了财富的人，才值得人们尊敬，这难道有什么疑问吗？,3
”可能是刺骨的水冻的，也可能是触动了他什么，二狗子激灵灵打了一个寒颤，在河心愣怔住了片刻，才又向对岸趟去……至此，老汉好象完成了任务——收兵回营。,2
客人见小乔这样诚恳，这才吐露了真情。,3
每个人都应当严肃认真地对待，这样去做，我们反对特殊化才不是空谈。,3
日本兵走远了，我们才出了一口气。,2
弄清了这些情况，才可能更深一步地发现问题，使劳动组织，得到更好的改善，进一步提高劳动生产率。,3
后来，又经过十天的查问，才发现这个通知稿已经丢失了。,2
今年应在土壤湿度可以进行操作时及早中耕，这样才可以加速土壤水份的散发，增加土壤里的空气。,3
但是，经营者小心翼翼，他们明知你可信任，他才会同你交易。,3
覃岭说，说实在的，我们6个同学正是在日常生活中看清了吾尔开希不是个好学生，才在学潮和动乱中下定决心：凡是吾尔开希干的事，我们就坚决抵制。,3
新港远离天津市区，是在四年多以前才在渤海海湾上建成的一个大港口。,2
第一通用机械厂的同志通过市场调查了解到，新洗衣机必须具备脱水功能，价格不要超过270元，销路才好。,3
瘦臂”纪行“瘦臂”纪行本报记者　郭伟成晶莹世界从卢卡斯角北行，赶了一天路，夜幕降临时才到格雷罗—内格罗。,2
这场冰雹从四点半开始，下了一个多钟头才停止。,2
当反对派首领们向全世界丢了脸的时候，这样做，也只有这样做，才可以摧毁反对派。,3
这样可以及时了解情况，及时解决问题，不要等到问题成堆，矛盾尖锐了，才去被动地解决。,3
最后，山东名将张玉萍杀出，犹如蛟龙出海，夺得棍术比赛的最高分——九点二三分，一场扣人心弦的高水平较量才告结束。,2
可是，教师在评分时，却认为这项设计运用现场资料和数据比较多，理论分析不够，质量不高；只是考虑到这个学生平日学习努力，才勉强给了四分。,3
但是只有到了现代无产阶级登上历史舞台以后，这种历史的辩证法，才从盲目的支配力量变成为先进阶级自觉地运用来改造世界的强大武器。,3
今天晚上，孩子们肯定要白白地守候到无可奈何后才会睡去。,2
去年就有两百亩一直到“寒露”后才下种，下种迟减了产。,2
直到1905年法国才占领全部阿尔及利亚。,2
种粮有利可图，粮农才可能有高涨的种粮积极性。,3
正是由于自然科学基金的稳定资助，他才可以安心地进行研究。,3
最后，港英当局全部接受华人提出的要求后，罢市才告结束。,2
蒋健说：“赞助商多了以后，服务是个很大的问题，因为赞助商信任才会跟你签约，体育赞助是先签约后兑现，服务是非常关键的。,3
里根在一篇讲话中说，美国政府是在研究了赞成和反对继续进行征兵登记的两种意见以及同兵员有关的其他问题之后，才作出这一决定的。,3
只有这样，我们的社会主义事业才会蒸蒸日上，道路越来越宽广。,3
直至库房东塌西倒时，才动员干部及群众，连夜倒仓抢救，但已坏粮十一万余斤。,2
古巴队经过5局苦战，才以3∶2获胜。,2
这样才不易积水，减少病害，让甘薯长的快。,3
布雷门特指出，解决柬埔寨的冲突，才会使东南亚地区实现和平与稳定，而这种和平与稳定正是东南亚为充分发挥其社会和经济潜力所需要的。,3
坚持这“三严”，我们才会达致“随心所欲，不逾矩”的境界。,3
只有在陪伴的基础上，父母的嘉言懿行才会起到榜样的作用。,3
在一处空白上整齐地写着这样几行小字：“做为一个共产党员，他最大的快乐，他的骄傲和安慰，就在他看见了人类因为他们的存在，才在加速地接近着共产主义！,3
在拍摄过程中，他们正是抱着这样的态度全身心投入，才使影片产生了打动人心的艺术效果。,3
只有真正与人民为敌的康生及其同伙林彪、“四人帮”，才会把他们所推行的貌似前进、实际上只能是把社会拉向后退的极左的政策，奉为正确的政策。,3
有了法律观念，行动才可能正确。,3
而百度则表示，正因为个别吧主借公职谋私利，才会尝试“专业机构+吧友”联合运营的模式，目前已叫停所有病种类贴吧的商业合作。,3
必须从节日慎收礼物这样的小事做起，才会防微杜渐，避免重蹈覆辙。,3
快到下午一时了，宾主们才依依不舍地握手告别。,2
邓亚萍打球时，每天加练一小时，8点多才吃晚饭。,2
然而，2002年1月27日，一审法院才委托最高人民法院司法鉴定中心重新进行司法鉴定，而且其中大部分张某笔迹样本都是在案发两年后重新提取的。,2
桥牌运动是80年代初才在我国逐步开展起来的，短短十年间，有了长足进步。,2
延长五分钟后，辽宁女队才以六十四比六十一获胜。,2
她把脸贴在娃儿的脸上，半天，才又继续说：“就是再艰苦，人们也都愿意来，谁个不知道要建设的是长绒棉农场啊。,2
正是中华民族强烈的爱国主义精神，才使中国人民克服了一盘散沙的状况，史无前例地团结起来，浴血抗战，在极其艰难困苦的条件下，取得自1840年以来反对外来入侵之敌的第一次的彻底胜利。,3
只有抓住主要矛盾，才会收到良好的效果。,3
经过争执，范文采才勉强承认不对，但又表示：“批评虽是对的，但我们法院的大问题比这个还要多得多。,3
法新社说，在联合国首席停战观察员伯恩斯将军发下了停火的命令并且有联合国观察员赶到冲突地点以后，那里才停止了已经进行五个小时的炮战和冲突。,2
智利人说，美国的自由企业只在自由市场对美国合适的时候，才主张要铜的自由市场。,3
把握这些关键问题，予以适当的解决，这才可能把群众合理化建议运动广泛开展起来，达到不断地提高劳动生产率，促进国民经济迅速的恢复与发展的目的。,3
10月23日上午，我们费了九牛二虎之力，才买到成都至北京的飞机票，但上飞机后，有1/3的座位是空着的。,2
小伙子长得很帅，高高的个子，匀称的身材，然而他的体格却不强壮，这一年多总是生病，连去年参加八运会也是靠“外卡”照顾才去了上海。,3
改革开放近40年来，正是由于我们党根据这一主要矛盾制定和坚持了正确的路线方针政策，才使我国社会主义现代化建设取得巨大成就。,3
创牌子还要踏踏实实、一步一步从企业最基础的管理抓起，把住产品质量关，提高产品的科技含量什么的，长此以往，坚持不懈，才会在消费者心里塑造出个真正的名牌。,3
再危险的顶板，他说后晌才塌就不会前晌塌下来；再不好用的铁镐笨钻，随便拿过来也能摆弄出几个样子。,2
在一次演唱会上，我唱了7首歌后才唱《宝贝》，广场上、房屋和树上都是人呵！,2
手中有钱粮，心里才不着慌。,3
只是后来危机逼人，才不得不狠心作出这样的决定。,3
直到有一天，才大爷倚在陈老五的怀里，说出了一生中最后的一句话：“老五，我不行了，死了，是福……”他仍然挤不出买一双胶鞋的钱。,2
过了半年———1927年5月，郭沫若才从上海重新回到武汉。,2
至于蒙班，是在‘崇贤义塾’办了八年之后才办的，而学生中也只有两名是劳动者的子弟，其余都是商人和比较有钱的人。,2
只是靠着美国佬的刺刀，才使这些傀儡免于被人民推翻。,3
他珍藏几十年的一颗手榴弹，直到1966年有关部门征集红军遗留文物，他才交给县里。,2
隔了好一阵子，才传来惊慌奔跑的脚步声、恐惧的嘶哑的哭声和低沉的痛苦的呻吟。,2
师生员工发言热烈紧凑，直到主席宣布停止讨论时，还有许多举了好久的手才勉强放下来。,2
然而进口商品程序复杂，环节多，时间长，诸如要考察、谈判、签约、运输，到国内纳税通关，从批发最后才到零售。,2
通过这件事，我更坚定一个信念：只有多为百姓做好事，做实事，在突发事件面前，老百姓才可能帮助我们。,3
结果工效却很差，五十吨的涵管，两个连队四十多人一个上午才卸完。,2
一代又一代共产党人情系苍生、筚路蓝缕、不惧牺牲，才书写下国家与民族奋进的壮丽诗篇。,3
小组赛首轮迎战罗马尼亚队，法国队凭借帕耶第八十九分钟的一记世界波才勉强以2∶1取胜。,3
正是他们把商业做出了文化和品质，才使常家人的事业兴旺发达，名噪一时。,3
他走后，我才发觉帽子忘了还给他。,2
而在古丝绸之路上的重要城市撒马尔罕，当地的标志性建筑帖木儿王陵里还保留着一部分中国原产的金箔，其他的金箔也是在中国造纸术传来后才在当地生产的。,2
对外承包工程和劳务合作业务，在我国是近五年内才兴起的一项崭新事业。,2
最后，剩下一百多人，才奋勇冲出重围，从西北郊转入农村，继续战斗。,2
只有如此，用现代新风取代传统陋俗的日子才会早日到来！,3
纪晓岚借阎王爷之口表达的观点完全对头，他老人家也一定是有感于当时官场上种种混饭吃的人物才发此妙言的。,3
福秋、黑丑的转变同和好只有在矛盾充分展开的时候才会自然和动人。,3
当在村办企业上班的群众月工资达到200多元时，他这位当支书的月工资还在60元以下，直到1988年年底，在党员、群众的联名提议下，他的月工资才升到90元。,3
他在民主改革以后才上过很短时间的民办小学，过去也没有搞过文艺创作。,2
声明指出，正是由于美以之间的这种勾结，才使以色列侵略者敢于冒天下之大不韪，对阿联进行袭击，犯下新的罪行。,3
枫桥公社有一个统计：一九七一年到一九七八年百分之七十八到百分之九十一的四类分子都参加力所能及的劳动，只有丧失了劳动力的四类分子才不参加劳动。,3
我虽然在1974年已经参加了整理帛书的一些工作，但直到1978年初才去整理小组报到。,2
钟华安置好小佳庆，又去帮助其他伤员，协助医护人员清创包扎，到病室安慰伤员，给伤员家属打电话……这时，她才发现妈妈不知何时也住进了医院。,2
苏永舜在谈到在吉隆坡进行的两场比赛时说，第一场比赛中国队是先以○比二失利后才反败为胜的，由此可知比赛的艰难。,2
我们大队有一个地主分子，从小就外出了，到一九四八年才回来。,2
指导员没坐下来就把首长慰问李先生的亲笔信念了一遍，李先生一时怔得发呆了，过了半晌才两眼露着杌隍不安的神情连声说：“自己人，自己人，还说两家话。,2
只有一个懦夫和恶汉才会向手无寸铁的战俘们动手屠杀。,3
而已经从秘鲁回来的杜勒斯在用电话和艾森豪威尔交谈以后，才做出这个决定来的。,2
他解释道，古希腊一位哲学家说过，人到50岁才可以搞政治。,2
她却说：“冷，我才偏要跑。,3
为了对你表示诚挚的敬意，有关方面才决定委托我和金坚范同志去美国为你颁奖。,3
正是这些国家所采取的立场，加上它们的军事力量才使得侵略的帝国主义集团阴谋不能得逞，而且这种表明态度也是防止任何新的挑衅尝试的主要保障。,3
直到读到贾霁同志的《不足为训的武训》、杨耳同志的《试谈陶行知先生表扬〈武训精神〉有无积极作用》、汪曾祺同志的《武训的错误》等文，才使我从许多错误思想里解放出来。,2
然而好事多磨，由于丙酮酸的不稳定性，其生产工艺十分复杂，经过多年的反复试验，科学家们才发现了实用化的制造稳定的丙酮酸盐的工艺路线。,2
在那里的步兵常常发问道：我到什么时候才回家？,2
汽车按着指北针一个劲地开，慢慢才从草地上第一次压出一条汽车路。,2
须知美帝国主义只有在它的侵略面目完全暴露，在它的侵略政策遭到全世界人民的坚决反对而陷于完全孤立，并且用任何方法也挽救不了它的失败的时候，才会稍稍收敛一下强盗气焰。,3
然而，招商会的日期临近了，徐佳立等来到临沂时，才发现筹备的招商会与他们的预想完全是两码事。,2
凌晨2时，我们急急忙忙回到汉城，摄影记者老李的房间却已经被快乐的球迷占用了，汉城这个周末各饭店人满为患，老板以为老李第二天才回来，房间已经再次出租。,2
这样，在与朝鲜队乃至世界强队掰手腕时，中国女足的腕力才会绵绵不绝。,3
我们从这里可以清楚地看出来，老挝临时民族团结政府是在克服了许多困难之后，才发表了它的中立声明的。,2
张丽丽利用业余时间，跑了10多家商店，才买到28包酒曲。,2
只有等到出现了这样的局势，或者美帝国主义这一罪恶图谋有了实现的保证之后，美国才可以考虑撤兵的问题。,3
只有当我已经视昔日的敌人为朋友时，我才会揭露这种卑恶行为。,3
非主流音乐的流行，恰恰说明了主流音乐的失落，人们才去寻求另一种新的音乐刺激自己。,3
但是，劳改释放就业的得到六十岁才准许办退休，上级不管我被判刑十二年的事情是冤案，案子已经得到了平反，却仍然把我当做劳改释放就业的。,2
后来她参加工作，帮助养家糊口，辍学九年才又重新上大学，毕业后曾经从事职业性的社会咨询服务，并曾遭到军政府的追捕。,2
在同工人相处中，他耐心地向工人进行教育，勉励他们克服暂时的困难，半月以后，房子和暖气都修好了，他才回到自己的宿舍去住。,2
但直到下午5点半他才匆匆赶来。,2
我曾经追问过自己：是从去年春天才冒出错误思想吗？,2
正因为这种危险性的存在，所以，东盟才会呼吁越南占领军必须全部从柬埔寨撤退。,3
徐帅将身边仅有的300余名机关和警卫、通讯人员组织起来，与敌搏杀；十一师政委李先念闻讯后火速率部驰援，才保证了总部的安全。,3
像澳门市民这样，重视过母亲节、父亲节，从小培养孩子们对父母的一颗爱心，对于爱他人、爱祖国才会有渐次的引领作用。,3
注释1”说：“写到这里，我才听说，台湾已把全部二十五史输入电脑。,2
如果我们本世纪内达到了小康水平，那就可以使他们清醒一点；到下世纪我们建成中等发达水平的社会主义国家时，就会大进一步地说服他们，他们中的大多数人才会真正认识到自己错了”。,3
由于“文革”的影响，直到1975年1月，四届人大一次会议才在北京举行，原邮电部于当年1月25日发行了一套三枚《第四届全国人民代表大会》纪念邮票。,2
中国古代钱币中，最为亮眼的是一枚海内外孤品同治通宝宝浙局样币，为1870年由清廷委托法国巴黎造币厂试铸，因普法战争爆发，中国机制钱币的尝试直到光绪年间才又恢复。,2
我们已经说过我们爱我们出生或寄住的国家，但是我们愿意以后才回去。,3
这次西安学生请愿游行，由于张学良将军的恳切劝导，才使可能发生的中国历史上一场最大的屠杀爱国请愿学生的流血惨案得以避免。,3
在年轻人看来，摇动电话、告诉话务员要接通的地方或人、连线通话，这种通信方式似乎只有影视作品里才会出现。,3
是亲人们的劝解，尤其是许多热心朋友的帮助，才使我渡过难关。,3
正因为如此，他所领导的公司才大胆在中国投资，成为外国公司在中国最大的投资者之一。,3
阶级敌人趁机挑拨，胡说什么“从来没见过西藏冬天种麦子”、“汉人想吃白面才叫我们这样干”。,3
可是两个老贫农一眼就看出是棉田缺水，连续给棉田灌了三次水，才使棉苗免除大面积死亡。,3
他们对这十一家工厂制造墨水瓶盖的各项费用，进行逐项比较，从中找出潜力，促进这些工厂降低成本，才使每个墨水瓶盖的费用减少了四厘多钱。,3
由于秋瑾坚决反对，并发动女留学生一起反对，这件婚事才作罢。,3
细心的母亲想起前不久儿子曾拿回一张揉皱了的《望女成凤，“凤”飞娘痛》剪报给自己看，因此她才从单位找到这张《人民日报》。,3
10%的服务费我以前就知道，可这6%的增值税却是第一次遇到，就餐前，服务员也没有告诉我们还要额外交税，结账时才发现小票上多了这一项。,2
