text,label_meaning
早先我和惠老并不相识，80年代初，经过一位同乡老友的介绍，才同他有几次书信往来，但始终没有见过面。,2
他全神贯注地做着手术，努力把自己的痛苦忘去，实在熬不下去时，才举起戴着橡皮手套的双手，用双肘顶住腹部，在手术台前稍稍蹲上一两分钟。,2
今天我才了解到我经常来的这座城市竟然对中国历史如此重要，我甚至能够看到当年的历史场景，了解到毛泽东当年起草宪法的灵感来源。,2
但下午5点半他才匆匆赶来。,2
列宁大会快要结束时才去，在会上发表了一篇给全党敲警钟的讲话。,2
他咬紧牙关，顽强战斗，把稻草全部扒光才从房顶上跳下来。,2
用盐腌过后，在秋阳的晾晒下，它们的小小身躯黑得发亮，在秋风中悠悠地荡来荡去，彻底风干后，才从院子里把它们收回，留着冬天享用。,2
几年前，才从关心一场官司出发，晓得作者是王洛宾。,2
瑞典军方对此一直不好意思向巴方通报，瑞典新闻媒介报道之后，才向巴驻瑞使馆说明这些马的命运。,2
我军完成了歼敌任务后，才主动撤离了一些小山头。,2
这个权威位置‘五四’时代才为陈独秀所代替”。,2
秋冈是1967年来中国的，任日本《朝日新闻》驻北京分社社长，1972年10月才回国。,2
观众们过于热情的压力，让主办方提前一小时就封锁了金秀贤将要亮相的馆区，公安部门甚至一度叫停了他的出场，临结束时，才亮相短短几分钟。,2
李淑芳赶忙打电话通知了老人家的儿子，之后就寸步不离守着病人，百般安慰、侍奉，老人家儿子来了共同安排好后才回去。,2
我们起草总文件的小组委员会应于上午九点开会，可是我们得等戈登夫人，她一十点过了几分才到会。,2
为了赶排《红绸舞》，他们自愿牺牲了多少休息时光，每天下班后，从使馆、从机场、从汽车旁赶到排演场，走在星光满天的回家路上，才发现还饿着肚子。,2
晚上十点半左右，岸信介才在警察森严的护送下，乘着小汽车从国会大厦后门逃回他的家里去。,2
近几年来，经两国史学界费尽艰辛，对家谱、族谱、传承世系等多方考证，才于1999年确证晋江上郭村为菲律宾国父何塞·黎刹的祖籍地。,2
第二天中午，风平、雨停、潮水退了以后，人们才在老梁遇难地点附近的海底，找到他的遗体。,2
最后合并事宜基本上是铁板钉钉了，才向新闻界透了风。,2
1962年“五一”节前夕，《人民文学》编辑部才喜接中央办公厅电话通知：主席同意发表他自己选定的六首词，并亲笔写了小序，请速派人取稿。,2
奥运会一直持续到公元三九四年为罗马皇帝狄奥多西下令禁止，一八九六年才又恢复，并成立了奥林匹克运动的领导机构——国际奥林匹克委员会。,2
主力部队全部通过，他才大步赶上前去。,2
今年3月份开始，欧元对美元的比价才呈现出强劲的上升势头。,2
他从林县参观回来，一连忙了几天，昨个一天又开了那么多会，深夜才回屋，他太劳累了，别惊动他，让他多睡一会吧！,2
分三期施工建设的长江三峡工程，2009年三峡水库蓄水175米后，抬高的长江水位才会淹没一部分三峡景观，而同时又将在库区形成一批新景点。,2
休息时，灯亮了，我才发现在这个金碧辉煌的典型古罗马剧场里，竟坐满了几百个观众。,2
7月25日，工人中毒已达二百三十人次之后，才在党委书记和刚由中共新疆维吾尔自治区代表大会回矿的矿长督促下，对瓦斯发生区域实行了永久密闭措施。,2
其他当天没赛事的3人则痛痛快快地在长城上“浪费”了整个下午，傍晚才余兴未尽地返回酒店。,2
南海公社炮台大队贫农社员蔡茂胜的妻子，感慨万分地说：结婚二十多年，天天四出打柴；这里造成了林以后，才从打柴生涯中解放出来。,2
新华社记者宋为伟摄香港旅游业寒冰渐融据港媒报道，自去年6月起，访港旅客人数持续下跌，今年7月才出现转机。,2
大年初一早上九点多钟，葛彰贤才兴冲冲地推门进来对妻子说：“有仙，真对不起，昨晚因忙着修一门火炮，第一个春节就让你空等了！,2
当时，周围没有人，他就托着小孩，在齐下巴的冷水里站了一个多钟头，老乡们来了，他才出了水。,2
后来他们想到，故障可能发生在兄弟哨的维护区内，于是，大家不顾疲劳，又以战斗的姿态顺着线路向前巡查，一第二天上午才发现了故障，这时他们已经走出维护区外二十多公里了。,2
人们没有告诉我，我第二天中午才发现。,2
近百年来，中国人民前仆后继，为寻求一条救中国的道路而英勇战斗过，但是一中国工人阶级登上历史舞台，中国共产党领导中国革命，才从胜利走向胜利。,2
没有人烟，也没有网络，2013年段里才为他们新建了生产房，职工在院子内种植了百香果、香蕉、木瓜和梅花，清香弥漫，老陈为孤岛起了个新名字：“桃花岛”。,2
后来主编换了多人，刊物的出版也中断过几次，1950年才停刊。,2
此后双方就一遍遍地重复这种千钧一发的场面，江苏队21∶20第八次拿到赛点，浙江队才似乎不堪重负，一次快攻出界结束了比赛，无奈地看着眼前欣喜若狂的江苏队。,2
王福廷首先自报奋勇，其他民夫也跟着王福廷一块儿把弹药连夜转移走，第三天，才从灵石要来民夫配合沁源民夫运到汾西的西村。,2
原来，当时的录取通知由邮递员连同报纸一同送到了一村干部家中，该村干部随手将卷着通知书的报纸扔进了抽屉，今年他清理抽屉时，才发现报纸里还裹着一张录取通知书。,2
一1543年，文艺复兴时期，哥白尼才在观测与计算基础上，提出了日心说，解决了太阳系的结构。,2
构建启动经济的支点1997年，和林格尔县的国内生产总值、财政收入、农民人均收入才分别为3.8亿元、1955万元和1300元。,2
西汉后期，董仲舒所鼓吹的孔孟之道才在封建社会意识形态中占了统治地位。,2
制宪议会的选举，是从1955年12月15日开始，去年7月才在全国范围内结束的。,2
一五五八年，才占领了马尔代夫。,2
这次所谓苏联作家代表大会是早在一九六四年就决定要召开的，但由于各种矛盾无法处理，不得不一拖再拖，一延再延，现在才勉强凑合举行的。,2
他们为日商生产的柴油机曲轴合格率只有25%时，才从日商口中得知，失败的原因仅仅是由于翻砂铸件没有采用镇江铸造焦。,2
第二天上午，敌人才出动两架飞机盲目轰炸机场周围地区，并且对这些地区胡乱打炮，企图稳定军心。,2
12点，妈妈才可以忙完。,2
而他1944年才入党。,2
到南昌后，小魏和小赵还帮王先清跑了三家医院联系，小孩入院就诊后才匆匆离去。,2
当天下午北京时间六点钟，他们才回到了拔海八千五百米的“突击营地”。,2
最近，才决定了在今明两年内，陆续增设七个科学研究机构，来分别进行深入的研究，借以解决地质工作中有关生产实践方面的科学技术问题。,2
2011年9月，首尔才又重启“女性专用车厢”，并在地铁2号线试运行。,2
在代表团团长会议上，许多国家都主张亚非首脑会议不定期延期，条件较为有利时才举行。,2
后来，中国人自己的领袖用明明白白的汉语说：“走共同富裕的道路”，朱依忠才一拍脑袋，心里豁然开朗。,2
1972年尼克松总统访华后，中美关系逐步改善，一面五星红旗给张教授带来的灾难才告结束。,2
但他想到今天会议很重要，一直没有吭声，晚上十点多钟会议开完，他才向常委会请假回家。,2
他的飞机再也不能操纵的时候，他才决定跳伞。,2
为了尽早解除病人的痛苦，巴基斯坦朋友连夜到十几公里外的县城取药，病人服完药以后才回家休息。,2
我的小女孩出麻疹，她怕我知道孩子生病更加忧伤，就自己拿了钱替孩子治病，一病好了才告诉我孩子生过一场病。,2
有一天，才大爷倚在陈老五的怀里，说出了一生中最后的一句话：“老五，我不行了，死了，是福……”他仍然挤不出买一双胶鞋的钱。,2
经过七次修改的280型高扬程内燃水泵制成后，也拿到长征公社和平大队作了两个多月的排灌试验，社员公认它效率高，容易操作以后，才在去年年底成批生产。,2
）海鸥的故乡海鸥的故乡陶大钊一次次到温州，一回回想去洞头，不是因为时间问题，就是由于台风的缘故，从60年代开始，90年代，30年过去了，去年才圆了梦。,2
建国以后，百花齐放，推陈出新，南曲才又获得复苏、繁荣的生机。,2
刘从荣首先把刘小堂抬到合作医疗站，抢救过来才回家照看自己的女儿。,2
中国1980年9月才举行首届全国柔道锦标赛，但由于柔道有许多动作与中国式摔跤大同小异，因此发展很快。,2
接连四个半月索特赛岛升到一百六十九米，1965年5月才停止活动。,2
岸上人民的欢呼声汽艇看不见时才停止。,2
下班了，才叫车间主任带李加贵到一家私人医院敷了点药。,2
他们面对面开了口，我从话中才听出谁是谁来。,2
尽管改革开放的风也吹进了村民的心扉，但那大山的禁锢实在太顽固了，90年代的第四个年头，人均年收入才300多元。,2
拍摄“登天安门城楼”戏的前一天晚上，古月才去拔牙，可医生又下班了，还是古月果断，说一声“我自己拔”，硬是用手当钳拔掉了一颗大牙，在场的人员无不惊叹“毛主席”的勇敢。,2
看见大成殿外墙上刻着烧制年号的明代红砖，看见窗格上、屋脊上、梁柱上精美繁复的木雕图案，看见几百年前就已有的育贤井至今仍水流潺潺的时候，我才体会到这座文庙的不凡来。,2
一十九世纪下半期，中缅两国先后遭受帝国主义的侵略，这种传统的友好关系才受到损害。,2
小白用手一只只接下来，用药水把它们洗干净，夜里十一点钟，小猪才全部生下来。,2
二十二日，敌人才冒险派了几个营的兵力，胆战心惊地摸进去。,2
共产党员桑甫在接线时，一发炮弹正落在他身旁，泥土盖满了全身，他专心于完成任务，头上被弹片擦破了还不知道，完成任务回来才发觉。,2
前年的奖金约五亿元，去年八月才发下，影响了奖励的意义。,2
有的医院，收完费、收了方，将药包从窗口递出后，才告诉患者，包中缺一味药，并且毫无退款之意。,2
会后，我和参加这次会议的另两位同志分赴鄂豫皖苏区工作和战斗，1935年我随红二十五军长征到达陕北，才又见到他。,2
一棍二棍打下去，本该结果那妖精的性命，但由于举棍无力，使妖精脱命升空，三棍才“断了妖怪的灵光”。,2
有人找来民警把这个小伙子抬上一辆汽车，才使车辆得以通行。,2
比’的方法是把欠租的农民，按置在一种特制木架上，掀翻屁股，用鞭子猛打，一见血，才叫‘血比’。,2
有的询问水利组的工作情况，有的透露亲友在国内的住址，有人来催他们上船游湖，才依依而别。,2
前年，当武汉受洪水威胁，大家都忙着抢救，他亲眼看到了这幕惊心动魄同洪水斗争的紧张情景和许多英雄模范的英勇行为，这时候他才体会到群众的伟大和个人的渺小，并深信祖国的前途是光明的。,2
这两种思想的斗争持续了将近一年的时间，学习了党的八届八中全会文件之后，在提高了认识的基础上，通过具体的、细致的研究工作，批判地学习已有的经验，才作出了处理断层的新方案。,2
南海公社炮台大队贫农社员蔡茂胜的妻子，感慨万分地说：结婚二十多年，天天四出打柴；这里造成了林以后，才从打柴生涯中解放出来。,2
后来他们在山西五台山、太行山、阴山、吕梁山，还有燕山等广大范围内进行踏勘，一二○○○年五月才取得重大进展，找到了大洋地壳残片的各种典型岩石类型。,2
乡干部和联防队赶来才制止了他们的不法行为。,2
就这样，他们父子五个随军入关，过黄河，跨长江，解放了海南岛才复员回家。,2
由于“文革”的影响，1975年1月，四届人大一次会议才在北京举行，原邮电部于当年1月25日发行了一套三枚《第四届全国人民代表大会》纪念邮票，志号为J5。,2
该书中文第一册出版于1983年，1994年才出齐，坊间少有整套留存。,2
古巴队领队和记者一个个过来亲吻她的时候，她才停止了哭泣。,2
1989年进行血亲试验后才发现这一事故。,2
临考的前几天，他才从抗洪现场返回校园，途中却因车祸身负重伤。,2
十六日，敌军才到达奥泽。,2
今年麦收前，许多镇干部早晨5时下村，帮助落实蔬菜种植计划，晚上6时又下村办技术讲座，夜里11时才回镇休息。,2
今年6月的阿尔及尔会议确定标准油价每桶32美元，之后，沙特阿拉伯仍保持每桶28美元的售价，这次维也纳会议，它才同意把油价提高到30美元，但增产水平不变。,2
你胡兰姐姐十三岁那年参加革命，我当时也认为她小，十四岁她当了妇救会干事，干得满不错，牺牲时才十五岁，比你还小呀！,2
今年四月，他被同学们推选为全公社红小兵代表，参加公社的共青团的代表大会时，大家才了解到他的这些事迹。,2
2008年，在中国科学院力学所国家微重力实验室胡文瑞院士的推动下，空间引力波探测工作组成立，引力波的中国研究才再启征程。,2
但作为“熔盐罐施工专题小组”组长的许春喜站了出来，连续十多天、天天16个小时和工人一起奋斗在施工第一线，每一顿饭都是在项目现场简单解决，总是凌晨才回驻地休息。,2
这6名监督员认真负责，常常是早晨6点开磅收购时就到，晚上最后一个粮农离去时才回家休息。,2
中国古代钱币中，最为亮眼的是一枚海内外孤品同治通宝宝浙局样币，为1870年由清廷委托法国巴黎造币厂试铸，因普法战争爆发，中国机制钱币的尝试光绪年间才又恢复。,2
他越干越欢，打完全部炮眼，出完了煤，他才升坑出井。,2
我们取得了革命的胜利，我们才充分体会了在中国发生的事变的全部意义。,2
在由奥斯曼帝国1856年转让给拿破仑三世的圣安妮教堂门外，希拉克足足站了10分钟，教堂里的25名以色列军警全部退出，他才入内参观。,2
有一次阿卜杜·阿齐齐下班到萧国华的宿舍一看，萧国华又回工地去了，于是他转回头立刻返回工地，萧国华把工作作完，他们才一块回宿舍。,2
去年就有两百亩一“寒露”后才下种，下种迟减了产。,2
相当于我国明代末叶时才又铸造“宽永通宝”，仍称之为“宝”。,2
但后来，它的总谱在苏联大剧院图书馆一次火灾中烧毁，因而中断了演出，去年才在莫斯科的一个书库中偶然发现了乐谱手稿的残本。,2
儿子帅帅会叫爸爸妈妈了，她才和丈夫回去看了一次。,2
苏联在一九二二年以前，财政赤字依靠发行通货来弥补，引起币值的大大跌落，一九二二年，才具备了发行公债的条件，开始发行公债。,2
1895年，法国才以武力强占了马达加斯加，第二年把它宣布为殖民地。,2
晚上8点，公司接管人员才全部撤回。,2
由于省、地、县有关部门互相扯皮，1978年10月，树脂厂才基本建成，并下达了准备试车的命令。,2
于是他们倒罐过滤，重新化验，绝对放心了才出厂。,2
九月二十八日省商业厅检查工作的同志提出意见，他们才在二十九日执行。,2
有一天，漂泊的心疲倦了，忍不住将它小心翼翼地剥开，才发现里面只有沉甸甸的两个字——乡愁。,2
他珍藏几十年的一颗手榴弹，1966年有关部门征集红军遗留文物，他才交给县里。,2
我一九三八年在湖南办报纸，才从田汉师的口中知道，夏衍就是沈端先、黄子布。,2
他就这么半睡半醒地躺着，躺着，天黑了，有几个老乡，从森林里悄悄回到村里来，才发现他。,2
总之，世界各国加强联合，使苏联在阿富汗问题上遭到的困难越来越大，碰得头破血流，那时，才会出现真正的、有效的政治解决的条件。,2
那人恋着梦中神马，就在马湖边等了三天三夜，也许精诚感动了佛祖，最后那神马又再次出现……遥远的神话，流传了好多年，今天才变成现实。,2
那天，她去省作协开会，股骨摔断了，因为没有知觉，她还坐着开了半天会，中午，妹妹才发现，她的左膝肿得像一个篮球了。,2
一七六九年，法国人居尼奥第一个将蒸汽机装到车辆上，这才出现最早的蒸汽汽车。,2
一九五二年三月，她爸爸生了病，一第二年四月才好，这么长的时间里，不仅享受着公费医疗待遇，还发给薪金。,2
她对草原的爱来自父辈的传承，这也让席慕蓉希望能把自己的领悟传给后代，她的一双儿女最近才了解母亲的感受。,2
苏联解体、冷战结束，美国才又爬上它的第二次高峰。,2
太平洋事变之后，日机才减弱了轰炸重庆的力量，但是，从1939到1941的三年之间，日军对重庆轰炸的疯狂和残酷程度，都是世界战争史上所没有过的。,2
全国解放后，这位高龄艺术家才又焕发了青春。,2
1905年法国才占领全部阿尔及利亚。,2
1月31日，中央有关部门和中共石家庄地委出来干预这件事情，购买小汽车的一万五千元才又从北京追了回来。,2
中午，悼念的人们才从八宝山陆陆续续离去。,2
一千二百年前，唐代鉴真和尚不顾“沧海渺漫”，应邀东渡，十一年间，连续五次失败，历尽风险，第十二年，才东渡成功！,2
这时已是下午两点多钟了，有的工人中饭没有吃饱，但他们仍然坚持在缺口处筑成一道坚固的新堤，五点钟才回厂。,2
先头部队连续“摸掉”3个岗哨，进到敌人营部时，守兵才发觉江面有异。,2
表演者们在场内组成“欢迎”字样时，场内的沉闷气氛才为之一变。,2
但对符号的认识20世纪，特别是后半世纪才大发展。,2
心存感激的3位旅客进站验票时，才发现车票已被人用“废票”和“短途票”调了包，而“热心”人早已没了踪影。,2
索非亚在历史上曾被称为“谢尔迪卡”、“斯雷德茨”等，十四世纪才因这一教堂而最后定名。,2
示威的人群，天完全黑了下来，才在政府和“各界救国会”的同志说服下逐渐散去。,2
我们全家人向领主所交的人头税，1959年西藏实行民主改革后才停止。,2
去年赴俄滨海边疆区某市座谈，俄方市长开完会又坐到我们车上，滔滔不绝可着劲儿推介项目，我们的车离开该市才下车”，对岸的热情让绥芬河市委书记赵连钧连呼“超预期”。,2
1984年，广西才一举结束徘徊，开始从根本上扭转被动局面。,2
接着，她又给大娘倒开水，听说大娘还没吃饭，又给大娘买来了饭，安排大娘在自己床铺上睡好，她才下班休息。,2
抗战胜利后，盛成去了国外，从此再没有与徐悲鸿见面的机会，1978年底，盛成才又回到祖国定居。,2
他十九岁起就在沈阳、唐山等地做小工，受着工头的封建压迫与剥削，二十六岁才回家。,2
武汉市气象局的姚望玲怀孕7个月还在趟水上班；在湖南，澧南垸溃垸后，澧县气象局书记李士成的母亲在大树上呆了一天，他下班后才回家救助。,2
可为了抢时间，保证内燃机车能够顺利出厂，他日夜加班工作在机车旁，顺利完成所负责的各种管道的修理和制作任务才回家。,2
今年2月底，彭水县岩东乡岍山村村民张天凡通过群工系统反映了危房改造问题，村里3月9日才回复。,2
一天我帮助妻子搬腾衣服时，才发现衣服真是多得没处放了。,2
以今年5月份我国出口出现负增长为例，对日本出口的急剧下降是一个主要原因，然而，日元的贬值一6月份才发生。,2
比如，里根原来不敢乘飞机，第一次竞选加利福尼亚州州长时才不再胆怯。,2
苏联红军击溃了纳粹德国，他才从狱中得到解放。,2
但苏格兰化学家查尔斯·麦金托斯提出把橡胶和石脑油溶液涂在两层纤维织物之间后，这才发明了有效的防水材料——一种橡胶制品。,2
原来孩子得了麻疹并发肺炎，病情危急，我连夜守护在孩子身边，孩子脱险才回家。,2
一个多小时后仙游县民警赶来，才制止了这一暴力抗拒海关侦查行径。,2
"当日，美国白宫宣布,在参众两院相继通过了旨在解决债务违约危机和结束政府停摆局面的议案后,总统奥巴马才下令所有的联邦政府雇员于17日回到工作岗位上。",2
师生员工发言热烈紧凑，主席宣布停止讨论时，还有许多举了好久的手才勉强放下来。,2
今年6月中旬，南昌市东湖区人民法院才作出判处陈志坤有期徒刑三年、缓刑三年的判决。,2
他从早晨一上班就背着挂包，带着学习材料，深入生产第一线，和工人群众同学习，同批判，同劳动，很晚才回办公室。,2
上午8点10分，工作人员准备开金库营业时才发现被盗。,2
“一月革命”以后，我们夺了党内一小撮走资派的权，无产阶级革命派掌了权，振动犁的试验才取得了迅速的进展。,2
党的十一届三中全会后，一系列富民政策像阵阵春风，才使荒山重新披绿。,2
有一次，他为寡妇阿尼西娅运草时，被大车碰坏了腿，伤口溃烂化脓，发烧40℃，有10多天无法下床，3个多月后才勉强一瘸一拐地走路。,2
这一天正是端午节，汪世成同志还没有吃中饭，马上背了蒋金莲到县民政科、县医院，交涉看病的事情，下午三四点钟把事情办好，他才回家吃中饭。,2
但2001年12月29日，4家企业才向外经贸部提起反倾销申请。,2
之后，裁判又喊了二三次让他离场，王滨生依然故我，毫不理睬，裁判用广播驱逐王滨生下场，王滨生才不情愿地离开冰场。,2
双方谈合作，话友谊，展望中俄边境地区携手发展的美好前景，深夜才告别。,2
前段日子读到一则新闻报道，才发现并非都是如此。,2
5月中旬，非典疫情缓解，她才到医院化疗。,2
解放后，生活才变了样。,2
象马克思说过的要让敌人更加强壮起来，自己则再三往后退却，无路可退了，才在罗陀斯岛上跳跃；粉碎了敌人，再在玫瑰园里庆功。,2
本届国会开幕4天后的10月16日，只经过政府和自民党少数人讨论认可的这项法案，才匆匆提交国会。,2
由于资产阶级自由化思想的影响，我国在1980年的一场人生观论战中，有的刊物曾步入歧途，甚至把一些读者尤其是青年读者也引入歧途，四年之后才又公开承认其“不良影响”和难以“弥补”的“失误”。,2
当时部队迅速南进，没有来得及把这件事情的底细告诉朝鲜人民，去年春天，志愿军某部战士们到墓前进行隆重的祭奠时，当地人民才从一位战士李治黄的口中知道了这位不朽的朝鲜母亲生前的动人事迹。,2
这一制度后来没有很好坚持，中断了一年半时间，今年1月间才又开始恢复。,2
示威者在离开监狱时声明，他们还要回来，“一狱中所有有色人都获得释放才停止”。,2
下半夜三点钟，汽车才到韩家村。,2
可是，我却因转机延误和时差，北京时间7日晨才回来，未能与他再见一面。,2
1870年、1920年和1948年即美国建国94年、144年和172年之后，黑人、妇女和印第安人才在法律上获得选举权。,2
宗政府每年往返迁移以及原西藏地方政府每年从门隅地区征收的粮食、药材和水果，勒村人民都担负运输任务，1951年印军侵入达旺迫走原西藏地方的行政人员后才停止。,2
是的，叔叔阿姨们冒着被杀头的危险把这张报纸创办；是的，坏蛋们害怕了——刚刚出满一百期就强迫它停了刊……上海解放后它才又和孩子们拥抱又见面。,2
也有一些厂矿的劳动条件不安全，工人建议做一些起码的改善，领导上也不注意，不解决，事故发生，这才加以处理。,2
押车的是队长和出纳员，只见他俩车上车下忙碌着，交粮、开票，与粮站同志结完账，自慰的笑容才出现在脸上。,2
傍晚公共食堂的炊事员送来了晚饭，大家才停下镰刀、扮桶，擦一擦满身湿透的汗水，就在田边的草棚下吃起晚饭来。,2
我们访问这座城市时，才修复了百分之六十。,2
现代的花样滑冰运动远在清末就已传入我国，但1953年才举行了第一届全国性比赛。,2
一六八八年，资产阶级政党以政变的方式从荷兰迎来了一个带着荷兰海陆军进入英国的国王，这才使英国的资产阶级专政稳定下来。,2
室内数十名军警往来我们临时集中营——客厅及吴老房间里，不少的便衣特务及军警屡次搜索各房间，廿八日晨十时顷，孙元良才到来，与吴老面谈，照他的公事再述一遍。,2
但是，1985年冬，因为工作考察，他才如愿踏上了这块红色土地。,2
凌晨两点钟，骑兵通信员和他们回到了下堡，小平同志才如释重负，问过他们情况后，亲自把他们安顿在机要室的炕上休息。,2
第三天，把灾民们都安置妥当，他们才回到各自的家中，收拾积满淤泥的小窝。,2
5月5日凌晨您的心脏停止了跳动，它才在濛濛细雨中挣扎着绽出一朵瘦弱的花蕾，那从花蕾上一滴滴往下滴着的雨水，像是它也在哭泣着为您送行。,2
但他们不但不退走，反而更加接近我方，我海岸警备队采取了自卫措施以后，李承晚匪帮的武装船队才向大延坪岛方向退去。,2
小姨告诉我，表哥周一到周五每天6点钟就出门去学校参加早自习，一晚上10点上完晚自习才回家。,2
在议会中赞成和反对两派长达两个多月的激烈斗争过程中，这一法案遭到了反对派占多数的参议院两次否决；12月18日，社会党议员居优势的国民议会才予以三读通过。,2
我们在帐篷中，饱尝了暴雨袭来时慑人心魄的惊险，领略了气候乖戾多变、茫茫荒原中跋涉的艰辛……第三次回到西宁时，才和郑杰有了相谈的机会。,2
一了现代的于非闇、陈之佛等一代宗师，才以别具一格的清新画风，为工笔画注入了新的生命之力。,2
一九四七年年中，中国人民解放军才反攻，一下子就把蒋介石集团消灭了。,2
我等了三个钟头，最后才大声向解释代表说‘我要回国’，不料被在场的美方人员阻止，印度主席也没有听清楚我的话，便把我带到另一个地方单独看管起来。,2
据报道，从月初以来，泰国当局已就边境冲突4次向老挝当局递交了备忘录，昨天老挝驻泰国大使坎潘·辛玛拉冯才向泰国官员保证，将采取措施防止再发生边境事件。,2
本世纪七十年代末，这一古老的传统技术才因人们的重视而有了相应发展。,2
分区工作组检查时，才发现一个互助组也没有，有的只组织了半天就垮了台。,2
1995年，她才在组织和同志的关心和催促下，做了子宫切除手术。,2
为了争取时间，又急忙摸黑赶回到放映点，马上点起油灯，绘制幻灯片，编写山歌进行宣传，放映完电影才吃饭。,2
分明是我方代表团发言人于八月二十六日即又再度声明等待他们再来复查，但他们却抹煞事实说：我方一八月二十七日那样迟的时期才又再次表示同意他们复查。,2
他们很多人是在上班之前来到这里，把自行车一放，把外衣一脱，便打拳练操，或是打打羽毛球，额上微微渗出汗珠，浑身感到温热，这才兴致勃勃、身心愉快地投入一天的工作。,2
中午，这些受难者才在亲属的照顾下，怀着感激的心情，告别了自己的救命恩人。,2
美国采取争先跳跃式，1973年发射了具有第一代水平的“天空实验室”后就转向研制航天飞机了，80年代中期才又重新提出发展空间站。,2
陆天明不讳言自己只上到高中一年级就中断了学业，没有读过大学，以后的几十年，一直阴差阳错地没能再圆读书的梦，前年才在鲁迅文学院拿到了研究生班的结业证书和文凭。,2
胜利后，祖母才又吃上了咸鱼。,2
